171817
22753 22753
0 0 4.10494
0 5776 -1.12457
0 5777 -0.686679
0 5840 -0.686586
0 5841 -1.08306
0 5904 -0.205879
0 21217 0.123737
0 22497 -0.439808
1 1 5.62767
1 5745 -1.1672
1 5936 -0.749959
1 5937 -0.417192
1 6000 -0.749949
1 20961 -2.54302
2 2 3.557
2 5808 -0.556543
2 5905 -0.749839
2 6032 -0.749797
2 6064 -0.749713
2 6096 -0.554436
2 21729 -0.194143
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 5.11843
10 5760 -1.11199
10 5761 -1.11167
10 6577 0.0311629
10 6737 -0.749936
10 6753 -0.499936
10 21025 0.234625
10 21281 -1.91002
11 11 3.20508
11 5792 -0.620263
11 5793 -0.618186
11 6673 0.0137108
11 6752 -0.749876
11 6769 -0.499876
11 21921 -0.472929
11 22689 -0.255598
12 12 4.23052
12 5824 -0.641652
12 5825 -0.642891
12 6657 -1.03308
12 6689 0.417272
12 6705 -1.49939
12 22433 -0.592463
12 22561 -0.232486
13 13 4.33375
13 5856 -1.08326
13 5857 -1.08327
13 6321 -0.416598
13 6337 -0.6666
13 6704 0.41674
13 6721 -1.49993
14 14 4.0558
14 5888 -0.182537
14 5889 -0.182621
14 6336 -0.416598
14 6353 -0.6666
14 6593 -1.44824
14 21409 -1.13273
14 21537 -0.0258972
15 15 3.50055
15 5920 -0.749907
15 5921 -0.749909
15 6448 -0.499908
15 6464 -0.499909
15 6768 -0.499909
15 6784 -0.499908
16 16 4.54175
16 5952 -0.280467
16 5953 -0.278394
16 6384 -0.999984
16 6401 -0.333317
16 6561 -1.30567
16 20769 -1.49766
16 21153 0.15388
17 17 3.58381
17 5984 -0.74992
17 5985 -0.749921
17 6400 -0.499906
17 6416 -0.33324
17 6432 -0.749936
17 6449 -0.499936
18 18 3.58427
18 6016 -0.749845
18 6017 -0.749843
18 6417 -0.749876
18 6433 -0.499876
18 6480 -0.499811
18 6497 -0.333144
19 19 3.836
19 6048 -0.749552
19 6049 -0.749558
19 6496 -0.99962
19 6512 -0.332955
19 6528 -0.999488
19 6545 0.000508628
20 20 3.63236
20 6080 -0.515918
20 6081 -0.516849
20 6544 -0.999488
20 6560 0.000508628
20 6625 -0.784625
20 21793 -0.703185
20 22177 -0.107832
21 21 1
22 22 1
23 23 1
24 24 1
25 25 1
26 26 1
27 27 1
28 28 4.83358
28 6576 -1.35291
28 6592 0.145118
28 6608 -1.35536
28 6624 0.146581
28 20833 0.0511197
28 21089 -1.271
28 21345 0.0530733
28 21601 -1.25001
29 29 3.2241
29 6640 -0.900328
29 6656 0.0988024
29 6672 -0.904306
29 6688 0.0965547
29 21857 -0.173928
29 22113 -0.635795
29 22369 -0.173059
29 22625 -0.627911
30 30 5.47218
30 5752 -1.12717
30 5753 -1.12556
30 7297 -0.120012
30 7641 -0.499948
30 7649 -0.749948
30 20977 0.310845
30 21073 -2.15988
31 31 4.88891
31 5768 -1.11319
31 5769 -1.11364
31 7329 0.151204
31 7617 -0.749922
31 7625 -0.499923
31 21233 -1.73681
31 21329 0.174234
32 32 3.22463
32 5784 -0.654081
32 5785 -0.651936
32 7513 0.0712476
32 7624 -0.749894
32 7633 -0.499893
32 22545 -0.284349
32 22737 -0.453864
33 33 3.19535
33 5800 -0.58765
33 5801 -0.585658
33 7417 -0.0462797
33 7665 -0.499858
33 7673 -0.749858
33 21777 -0.498162
33 21969 -0.225631
34 34 4.33918
34 5816 -0.623619
34 5817 -0.62464
34 7481 -1.12229
34 7545 -1.49917
34 7553 0.417493
34 22289 -0.691325
34 22481 -0.187898
35 35 4.14752
35 5832 -0.66284
35 5833 -0.664255
35 7489 -0.950237
35 7521 0.417085
35 7529 -1.49958
35 22513 -0.273911
35 22609 -0.50963
36 36 4.33427
36 5848 -1.08317
36 5849 -1.08318
36 6785 -0.416512
36 6793 -0.666515
36 7528 0.416828
36 7537 -1.49984
37 37 4.33344
37 5864 -1.08331
37 5865 -1.08332
37 6809 -0.666651
37 6817 -0.416649
37 7569 -1.49998
37 7577 0.416686
38 38 3.82226
38 5880 -0.185316
38 5881 -0.184936
38 6833 -0.666651
38 6841 -0.416649
38 7361 -1.32763
38 21489 -0.0859902
38 21585 -0.954942
39 39 4.36014
39 5896 -0.188325
39 5897 -0.189037
39 6792 -0.416512
39 6801 -0.666515
39 7353 -1.58645
39 21265 -1.35496
39 21457 0.0429219
40 40 3.50075
40 5912 -0.749874
40 5913 -0.749876
40 7008 -0.499875
40 7017 -0.499876
40 7672 -0.499875
40 7681 -0.499876
41 41 3.50038
41 5928 -0.749936
41 5929 -0.749937
41 7032 -0.499937
41 7041 -0.499936
41 7648 -0.499937
41 7657 -0.499936
42 42 5.16163
42 5944 -0.329729
42 5945 -0.325585
42 6929 -0.333298
42 6937 -0.999965
42 7321 -1.52375
42 21009 0.263962
42 21201 -1.91297
43 43 4.12169
43 5960 -0.257414
43 5961 -0.256587
43 6888 -0.999996
43 6897 -0.333329
43 7265 -1.13777
43 20721 -1.20586
43 20817 0.0692998
44 44 3.58391
44 5976 -0.749904
44 5977 -0.749905
44 6912 -0.499886
44 6921 -0.33322
44 6984 -0.749922
44 6993 -0.499923
45 45 3.58372
45 5992 -0.749935
45 5993 -0.749936
45 6936 -0.333258
45 6945 -0.499924
45 7025 -0.499948
45 7033 -0.749948
46 46 3.58414
46 6008 -0.749866
46 6009 -0.749865
46 6977 -0.749894
46 6985 -0.499893
46 7080 -0.499837
46 7089 -0.33317
47 47 3.58441
47 6024 -0.749822
47 6025 -0.74982
47 7001 -0.499858
47 7009 -0.749858
47 7121 -0.333116
47 7129 -0.499784
48 48 3.83656
48 6040 -0.749459
48 6041 -0.749465
48 7104 -0.99954
48 7113 -0.332876
48 7176 -0.999381
48 7185 0.000615439
49 49 3.8355
49 6056 -0.749637
49 6057 -0.749642
49 7128 -0.333028
49 7137 -0.999692
49 7217 0.000411989
49 7225 -0.999585
50 50 3.78521
50 6072 -0.504201
50 6073 -0.504738
50 7200 -0.999381
50 7209 0.000615439
50 7449 -0.885352
50 22033 -0.0572429
50 22225 -0.829129
51 51 3.52224
51 6088 -0.533123
51 6089 -0.534346
51 7224 0.000411989
51 7233 -0.999585
51 7393 -0.694621
51 21745 -0.603781
51 21841 -0.153015
52 52 1
53 53 1
54 54 1
55 55 1
56 56 1
57 57 1
58 58 1
59 59 1
60 60 1
61 61 1
62 62 1
63 63 1
64 64 1
65 65 1
66 66 3.50041
66 6328 -0.416598
66 6329 -0.416598
66 6800 -0.666596
66 6808 -0.666596
66 6864 -0.6666
66 6873 -0.6666
67 67 3.5001
67 6344 -0.666648
67 6345 -0.666651
67 6824 -0.416649
67 6832 -0.666651
67 6857 -0.666648
67 6865 -0.416649
68 68 3.5001
68 6360 -0.666648
68 6361 -0.666651
68 6848 -0.416649
68 6856 -0.666651
68 6872 -0.416649
68 6880 -0.666648
69 69 3.66681
69 6376 -0.999976
69 6377 -0.999976
69 6896 -0.499977
69 6904 -0.33331
69 6960 -0.333309
69 6969 -0.499976
70 70 3.66703
70 6392 -0.49994
70 6393 -0.499938
70 6920 -0.999938
70 6928 -0.333271
70 6953 -0.333274
70 6961 -0.999939
71 71 3.66695
71 6408 -0.333288
71 6409 -0.333285
71 6944 -0.999954
