171817
22753 22753
0 0 4.10416
0 5776 -1.12465
0 5777 -0.686811
0 5840 -0.68679
0 5841 -1.08327
0 5904 -0.20603
0 21217 0.123714
0 22497 -0.439857
1 1 5.62759
1 5745 -1.16722
1 5936 -0.74998
1 5937 -0.417213
1 6000 -0.749975
1 20961 -2.54303
2 2 3.55593
2 5808 -0.556756
2 5905 -0.74998
2 6032 -0.749975
2 6064 -0.749964
2 6096 -0.554723
2 21729 -0.194214
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 5.11822
10 5760 -1.11203
10 5761 -1.11171
10 6577 0.0311204
10 6737 -0.74998
10 6753 -0.49998
10 21025 0.234615
10 21281 -1.91003
11 11 3.20428
11 5792 -0.620436
11 5793 -0.618361
11 6673 0.0134648
11 6752 -0.74998
11 6769 -0.49998
11 21921 -0.47299
11 22689 -0.255659
12 12 4.228
12 5824 -0.64215
12 5825 -0.643379
12 6657 -1.03351
12 6689 0.416728
12 6705 -1.49994
12 22433 -0.592572
12 22561 -0.232594
13 13 4.3337
13 5856 -1.08327
13 5857 -1.08327
13 6321 -0.416606
13 6337 -0.666606
13 6704 0.416728
13 6721 -1.49994
14 14 4.05577
14 5888 -0.182541
14 5889 -0.182629
14 6336 -0.416606
14 6353 -0.666606
14 6593 -1.44824
14 21409 -1.13273
14 21537 -0.0258979
15 15 3.50012
15 5920 -0.74998
15 5921 -0.74998
15 6448 -0.49998
15 6464 -0.49998
15 6768 -0.49998
15 6784 -0.49998
16 16 4.54182
16 5952 -0.280455
16 5953 -0.278381
16 6384 -0.999969
16 6401 -0.333303
16 6561 -1.30566
16 20769 -1.49765
16 21153 0.153883
17 17 3.58349
17 5984 -0.749975
17 5985 -0.749975
17 6400 -0.499969
17 6416 -0.333303
17 6432 -0.74998
17 6449 -0.49998
18 18 3.58349
18 6016 -0.749975
18 6017 -0.749975
18 6417 -0.74998
18 6433 -0.49998
18 6480 -0.499969
18 6497 -0.333303
19 19 3.83355
19 6048 -0.749964
19 6049 -0.749964
19 6496 -0.999969
19 6512 -0.333303
19 6528 -0.999959
19 6545 4.06901e-05
20 20 3.63017
20 6080 -0.516349
20 6081 -0.517276
20 6544 -0.999959
20 6560 4.06901e-05
20 6625 -0.785016
20 21793 -0.703282
20 22177 -0.10793
21 21 1
22 22 1
23 23 1
24 24 1
25 25 1
26 26 1
27 27 1
28 28 4.8336
28 6576 -1.35291
28 6592 0.145123
28 6608 -1.35535
28 6624 0.146588
28 20833 0.0511214
28 21089 -1.271
28 21345 0.0530745
28 21601 -1.25
29 29 3.22243
29 6640 -0.900746
29 6656 0.0983814
29 6672 -0.904724
29 6688 0.0961391
29 21857 -0.174032
29 22113 -0.6359
29 22369 -0.173164
29 22625 -0.628015
30 30 5.47204
30 5752 -1.1272
30 5753 -1.12559
30 7297 -0.120038
30 7641 -0.49998
30 7649 -0.74998
30 20977 0.310839
30 21073 -2.15989
31 31 4.88861
31 5768 -1.11325
31 5769 -1.11371
31 7329 0.151139
31 7617 -0.74998
31 7625 -0.49998
31 21233 -1.73683
31 21329 0.174218
32 32 3.22393
32 5784 -0.654233
32 5785 -0.65209
32 7513 0.0710268
32 7624 -0.74998
32 7633 -0.49998
32 22545 -0.284404
32 22737 -0.45392
33 33 3.19445
33 5800 -0.587844
33 5801 -0.585854
