547
103 103
0 0 3.12723
4 0 -0.838012
5 0 0.149211
10 0 -0.571404
15 0 -0.905014
17 0 0.106059
23 0 -0.23596
24 0 -0.247885
26 0 -0.474852
1 1 3.07946
4 1 -0.773471
6 1 0.0266623
10 1 -0.17721
12 1 -0.712027
16 1 -0.0139005
20 1 -0.632846
24 1 -0.515269
49 1 -0.187651
2 2 5.44904
7 2 0.227374
8 2 -1.51851
11 2 0.0715441
14 2 -1.55469
18 2 0.190256
22 2 -1.26178
25 2 -1.64892
26 2 0.108193
3 3 6.17268
8 3 -1.49609
9 3 0.0389554
11 3 -1.45494
13 3 -1.49447
19 3 -0.0435386
21 3 0.175368
25 3 0.217424
56 3 -2.06851
0 4 -0.838012
1 4 -0.773471
4 4 3.092
5 4 -0.207262
6 4 -0.597837
10 4 0.089424
16 4 -0.218502
17 4 -0.49214
24 4 0.047363
0 5 0.149211
4 5 -0.207262
5 5 3.29784
10 5 -0.923337
15 5 -0.551704
23 5 -0.989129
50 5 0.1861
54 5 -0.667345
72 5 -0.19281
1 6 0.0266623
4 6 -0.597837
6 6 3.27861
10 6 -0.860423
12 6 -0.145432
20 6 -0.8012
51 6 0.0592968
54 6 -0.132137
67 6 -0.741601
2 7 0.227374
7 7 4.74748
8 7 -1.34361
11 7 -1.36405
14 7 0.0302331
22 7 -1.41224
52 7 0.239623
55 7 1.61415e-05
71 7 -1.05452
2 8 -1.51851
3 8 -1.49609
7 8 -1.34361
8 8 5.73174
9 8 0.118885
11 8 0.139877
18 8 0.15784
19 8 -1.81983
25 8 0.0843881
3 9 0.0389554
8 9 0.118885
9 9 5.15336
11 9 -1.32478
13 9 -1.61072
21 9 -1.29837
53 9 0.0784708
55 9 -1.18703
70 9 0.0859226
0 10 -0.571404
1 10 -0.17721
4 10 0.089424
5 10 -0.923337
6 10 -0.860423
10 10 3.2747
50 10 -0.163289
51 10 -0.699208
54 10 0.124495
2 11 0.0715441
3 11 -1.45494
7 11 -1.36405
8 11 0.139877
9 11 -1.32478
11 11 4.90236
52 11 -1.11107
53 11 0.0401305
