547
103 103
0 0 4.45748
0 31 -1.08794
0 32 -0.618863
0 35 -0.57368
0 36 -0.985526
0 39 -0.116097
0 97 0.114548
0 102 -0.455164
1 1 5.18946
1 30 -1.15227
1 41 -0.738158
1 42 -0.403297
1 45 -0.738004
1 96 -2.06756
2 2 3.75982
2 33 -0.534204
2 40 -0.726439
2 47 -0.719938
2 49 -0.701455
2 51 -0.484409
2 99 -0.175007
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 4.9465
10 30 -1.11103
10 31 -1.09308
10 82 0.0962416
10 92 -0.728392
10 93 -0.481139
10 96 0.219579
10 97 -1.645
11 11 3.45083
11 32 -0.591251
11 33 -0.562892
11 88 0.109286
11 92 -0.724486
11 94 -0.475279
11 99 -0.500871
11 102 -0.23117
12 12 5.02818
12 34 -0.462748
12 35 -0.518584
12 87 -0.873648
12 89 0.569815
12 90 -1.32531
12 101 -0.611655
12 102 -0.210166
13 13 4.96718
13 36 -0.981836
13 37 -0.971799
13 66 -0.328396
13 67 -0.573208
13 89 0.534659
13 91 -1.37804
14 14 4.33846
14 38 -0.145927
14 39 -0.128567
14 66 -0.359646
14 68 -0.620083
14 83 -1.40049
14 97 -1.25773
14 98 -0.0342604
15 15 3.60188
15 40 -0.730996
15 41 -0.734902
15 73 -0.483255
15 74 -0.485208
15 93 -0.482603
15 94 -0.48065
16 16 4.38688
16 42 -0.322613
16 43 -0.28171
16 69 -0.99633
16 71 -0.327588
16 81 -1.30014
16 95 -1.29168
16 96 0.175389
17 17 3.65156
17 44 -0.738253
17 45 -0.738637
17 70 -0.488914
17 71 -0.322461
17 72 -0.738809
17 74 -0.488951
18 18 3.71699
18 46 -0.729952
18 47 -0.725454
18 72 -0.734902
18 73 -0.483092
18 75 -0.471336
18 77 -0.301953
19 19 4.18965
19 48 -0.685903
19 49 -0.694818
19 76 -0.952385
19 77 -0.289502
19 78 -0.923961
19 80 0.0711564
20 20 4.0022
20 50 -0.42385
20 51 -0.451909
20 79 -0.908336
20 80 0.0815731
20 85 -0.730661
20 99 -0.616826
20 100 -0.079691
21 21 1
22 22 1
23 23 1
24 24 1
25 25 1
26 26 1
27 27 1
28 28 4.91364
28 81 -1.32392
28 82 0.145678
28 83 -1.35879
28 84 0.163448
28 95 0.0397424
28 96 -1.45408
28 97 0.0737161
28 98 -1.11056
29 29 3.635
29 85 -0.777455
29 86 0.223607
29 87 -0.825504
29 88 0.170218
29 99 -0.158547
29 100 -0.676455
29 101 -0.136315
29 102 -0.549512
30 1 -1.15227
30 10 -1.11103
30 30 5.18545
30 41 -0.486021
30 42 0.294125
30 82 -1.81767
30 93 -0.733682
30 96 -0.0375826
31 0 -1.08794
31 10 -1.09308
31 31 4.80873
31 32 -0.722289
31 39 -1.51993
31 82 0.161765
31 92 -0.475442
31 97 0.210459
32 0 -0.618863
32 11 -0.591251
32 31 -0.722289
32 32 3.4942
32 35 -0.256405
