3937
381 381
0 0 4.01915
0 31 0.128001
0 32 0.0993346
0 35 0.138911
0 36 0.354602
0 39 -0.0865537
0 97 0.0437243
0 102 -0.0354472
0 106 -1.29043
0 107 -0.803024
0 114 -0.963526
0 115 -1.4445
0 122 -0.348641
0 233 -0.0111725
0 301 -0.200558
0 304 -0.058333
0 321 0.200997
0 324 0.12871
0 325 -0.0150233
0 337 -0.00375511
0 357 0.715495
0 377 -0.534989
1 1 5.29361
1 30 0.0924565
1 41 0.249212
1 42 -0.0836381
1 45 0.249163
1 96 -0.192075
1 103 -1.3363
1 126 -1.00026
1 127 -0.557608
1 134 -0.999846
1 251 -0.0015605
1 263 -0.00149568
1 297 0.83415
1 300 0.908536
1 340 -0.00180585
1 353 -3.45087
2 2 3.54664
2 33 0.0782903
2 40 0.248431
2 47 0.248055
2 49 0.246794
2 51 0.091663
2 99 -0.0041183
2 110 -0.68174
2 123 -0.999569
2 138 -0.999542
2 142 -1.00052
2 146 -0.75013
2 260 -0.00288111
2 275 -0.00503444
2 287 -0.0082645
2 309 0.0589641
2 312 0.0270499
2 343 -0.00319129
2 365 -0.0784406
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 4.80135
10 30 0.10642
10 31 0.118032
10 82 -0.361871
10 92 0.248561
10 93 0.165409
10 96 0.0597769
10 97 -0.150677
10 104 -1.30059
10 105 -1.27566
10 207 -0.0499038
10 227 -1.00031
10 229 -0.666498
10 297 -0.253901
10 298 -0.122345
10 301 0.63049
10 302 0.725661
10 338 -0.00320023
10 341 -0.00221749
10 346 -0.00273497
10 354 0.975918
10 358 -2.63221
11 11 3.15607
11 32 0.0927196
11 33 0.0857207
11 88 -0.179335
11 92 0.2483
11 94 0.165018
11 99 -0.0405434
11 102 -0.01051
11 108 -0.747912
11 109 -0.734703
11 219 -0.03947
11 228 -0.999626
11 231 -0.666154
11 311 0.210757
11 312 0.155813
11 323 0.093907
11 324 0.044798
11 339 -0.00354401
11 344 -0.00325916
11 348 -0.00307874
11 368 -0.606851
11 380 -0.183949
12 12 4.27422
12 34 0.113985
12 35 0.126884
12 87 0.0532921
12 89 -0.149166
12 90 0.488395
12 101 -0.0518327
12 102 -0.00776349
12 112 -0.919513
12 113 -0.914078
12 217 -1.09561
12 221 0.559593
12 223 -1.99969
12 319 0.186393
12 320 0.27793
12 321 0.100909
12 322 0.0165503
12 326 -0.0182453
12 329 -0.0260355
12 334 -0.0205716
12 376 -0.787386
12 378 -0.13021
13 13 4.46041
13 36 0.354286
13 37 0.353547
13 66 0.132998
13 67 0.216
13 89 -0.146822
13 91 0.49191
13 116 -1.4437
13 117 -1.44544
13 175 -0.552414
13 177 -0.886652
13 222 0.553405
13 225 -2.00279
13 234 -0.0115255
13 237 -0.0133912
13 242 -0.0104787
13 327 -0.0151513
13 332 -0.0166605
13 336 -0.0174777
14 14 3.97087
14 38 -0.0509941
14 39 -0.0673933
14 66 0.135081
14 68 0.219125
14 83 0.08839
14 97 -0.113073
14 98 0.0202318
14 120 -0.325564
14 121 -0.352231
14 176 -0.557914
14 179 -0.889402
14 209 -1.57433
14 235 -0.00877533
14 240 -0.00505789
14 244 -0.00772849
14 303 0.410845
14 304 0.544945
14 305 0.0146211
14 306 -0.106475
14 360 -1.67591
14 362 0.335864
15 15 3.52035
15 40 0.248734
15 41 0.248995
15 73 0.16555
15 74 0.16568
15 93 0.165507
15 94 0.165377
15 124 -1.00037
15 125 -0.999683
15 190 -0.666641
15 192 -0.666297
15 230 -0.666755
15 232 -0.667099
15 262 -0.00248005
15 265 -0.00178215
15 267 -0.00198195
15 342 -0.00209233
15 345 -0.00279022
15 347 -0.00260231
16 16 4.29375
16 42 -0.0624753
16 43 -0.0452808
16 69 0.333095
16 71 0.110725
16 81 0.0283801
16 95 -0.117299
16 96 0.0513115
16 128 -0.462464
16 129 -0.405997
16 182 -1.3333
16 185 -0.444784
16 205 -1.43856
16 247 -0.000288786
16 252 -0.00102234
16 256 -0.000704806
16 293 0.563223
16 294 0.495307
16 299 -0.18924
16 300 -0.1195
16 350 -2.05135
16 356 0.796896
17 17 3.59715
17 44 0.249175
17 45 0.249203
17 70 0.165927
