2445
381 381
0 0 4.16656
0 106 -1.11601
0 107 -0.670814
0 114 -0.664269
0 115 -1.06739
0 122 -0.180381
0 357 0.116814
0 377 -0.452632
1 1 5.39183
1 103 -1.16518
1 126 -0.747058
1 127 -0.414888
1 134 -0.746617
1 353 -2.29504
2 2 3.6364
2 110 -0.550017
2 123 -0.740222
2 138 -0.737218
2 142 -0.730681
2 146 -0.527412
2 365 -0.187149
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 5.00376
10 104 -1.11503
10 105 -1.11043
10 207 0.0576557
10 227 -0.745512
10 229 -0.495723
10 354 0.225908
10 358 -1.77766
11 11 3.27888
11 108 -0.617241
11 109 -0.599918
11 219 0.0438411
11 228 -0.742582
11 231 -0.492305
11 368 -0.488105
11 380 -0.248664
12 12 4.4119
12 112 -0.600846
12 113 -0.616194
12 217 -0.987761
12 221 0.449961
12 223 -1.46362
12 376 -0.608498
12 378 -0.228537
13 13 4.36171
13 116 -1.07746
13 117 -1.07971
13 175 -0.412252
13 177 -0.663282
13 222 0.423594
13 225 -1.49438
14 14 4.11404
14 120 -0.175444
14 121 -0.173577
14 176 -0.412252
14 179 -0.663282
14 209 -1.4335
14 360 -1.18945
14 362 -0.0315208
15 15 3.53517
15 124 -0.74364
15 125 -0.744616
15 190 -0.493892
15 192 -0.49438
15 230 -0.49438
15 232 -0.493892
16 16 4.45774
16 128 -0.299848
16 129 -0.281065
16 182 -0.99889
16 185 -0.331948
16 205 -1.30492
16 350 -1.39361
16 356 0.162633
17 17 3.61318
17 132 -0.744755
17 133 -0.745259
17 184 -0.494484
17 186 -0.328103
17 188 -0.745512
17 191 -0.495723
18 18 3.64418
18 136 -0.740239
18 137 -0.739522
18 187 -0.742582
18 189 -0.492305
18 194 -0.487159
18 197 -0.320046
19 19 4.00365
19 140 -0.720161
19 141 -0.723004
19 196 -0.976185
19 198 -0.310708
19 200 -0.965794
19 203 0.0325581
20 20 3.76172
20 144 -0.483522
20 145 -0.492715
20 202 -0.965794
20 204 0.0325581
20 213 -0.769493
20 366 -0.663192
20 372 -0.0979014
21 21 1
22 22 1
23 23 1
24 24 1
25 25 1
26 26 1
27 27 1
28 28 4.84896
28 206 -1.34241
28 208 0.141381
28 210 -1.36185
28 212 0.15242
28 351 0.0450111
28 355 -1.35044
28 359 0.0608605
28 363 -1.18165
29 29 3.3424
29 214 -0.857598
29 216 0.136708
29 218 -0.88899
29 220 0.116122
29 367 -0.169923
29 371 -0.657446
29 375 -0.162201
29 379 -0.594764
30 30 5.30792
30 103 -1.14041
30 104 -1.12449
30 297 -0.0833159
30 340 -0.496516
30 341 -0.746325
30 353 0.301226
30 354 -1.98542
31 31 4.80822
31 105 -1.10956
31 106 -1.11162
31 301 0.17208
31 337 -0.744616
31 338 -0.494848
31 357 -1.63083
31 358 0.166418
32 32 3.29118
32 107 -0.652715
32 108 -0.634849
32 324 0.100328
32 337 -0.74364
32 339 -0.493383
32 377 -0.277561
32 380 -0.467663
33 33 3.2767
33 109 -0.582914
33 110 -0.566266
33 312 -0.0153625
33 343 -0.491145
33 344 -0.741443
33 365 -0.515254
33 368 -0.218624
34 34 4.58144
34 111 -0.57176
34 112 -0.585997
34 320 -1.06967
34 328 -1.44988
34 329 0.463145
34 373 -0.710517
34 376 -0.182627
35 35 4.276
35 113 -0.63194
35 114 -0.647992
35 321 -0.912184
35 325 0.438975
35 326 -1.47515
35 377 -0.271294
35 378 -0.523677
36 36 4.39553
36 115 -1.07129
36 116 -1.07465
36 233 -0.406759
36 234 -0.658338
36 325 0.430186
36 327 -1.48833
37 37 4.34108
37 117 -1.08142
37 118 -1.08258
37 236 -0.666028
37 237 -0.415548
37 331 -1.49822
37 332 0.4192
38 38 3.85648
38 119 -0.183379
38 120 -0.1788
38 239 -0.666028
38 240 -0.415548
38 305 -1.31335
38 361 -0.0910362
38 362 -0.99958
39 39 4.45521
39 121 -0.173511
39 122 -0.175625
39 233 -0.406759
39 235 -0.658338
39 304 -1.57122
39 357 -1.4289
39 360 0.0367208
40 40 3.54787
40 123 -0.741443
40 124 -0.742582
40 260 -0.491735
40 262 -0.492305
40 343 -0.491735
40 345 -0.492305
41 41 3.52443
41 125 -0.745512
41 126 -0.746325
41 263 -0.49613
41 265 -0.495723
41 340 -0.49613
41 342 -0.495723
42 42 5.03336
42 127 -0.363527
42 128 -0.326468
42 251 -0.330545
42 252 -0.997608
42 300 -1.51219
42 353 0.275953
42 356 -1.7583
43 43 4.06324
43 129 -0.268306
43 130 -0.260264
43 245 -0.999683
43 247 -0.332864
43 293 -1.14307
43 349 -1.13191
43 350 0.0758533
44 44 3.61951
44 131 -0.743672
44 132 -0.744226
44 248 -0.493263
44 250 -0.326913
44 257 -0.744616
44 259 -0.494848
45 45 3.60745
45 133 -0.745737
45 134 -0.74619
45 251 -0.329171
45 253 -0.495582
45 263 -0.496516
45 264 -0.746325
46 46 3.63587
46 135 -0.741597
46 136 -0.740931
46 257 -0.74364
46 258 -0.493383
46 269 -0.488868
46 271 -0.321786
47 47 3.6531
47 137 -0.738779
47 138 -0.738011
47 260 -0.491145
47 261 -0.741443
47 275 -0.318185
47 276 -0.485328
48 48 4.03948
48 139 -0.714046
48 140 -0.717174
48 272 -0.971119
48 274 -0.305764
48 281 -0.958795
48 283 0.039394
49 49 3.97124
49 141 -0.725706
49 142 -0.728265
49 275 -0.315164
49 277 -0.980762
49 287 0.0263732
49 288 -0.972142
50 50 3.93187
50 143 -0.470035
50 144 -0.475868
50 284 -0.958795
50 286 0.039394
50 316 -0.866314
50 369 -0.0457983
50 372 -0.779652
51 51 3.63277
51 145 -0.503217
51 146 -0.514835
51 287 0.0263732
51 289 -0.972142
51 309 -0.683457
51 365 -0.570869
51 366 -0.144567
52 52 1
53 53 1
54 54 1
55 55 1
56 56 1
57 57 1
58 58 1
59 59 1
60 60 1
61 61 1
62 62 1
63 63 1
64 64 1
65 65 1
66 66 3.52652
66 175 -0.412252
66 176 -0.412252
66 234 -0.661084
66 235 -0.661084
66 242 -0.663282
66 244 -0.663282
67 67 3.50674
67 177 -0.66493
67 178 -0.666028
67 237 -0.415548
67 238 -0.666028
67 242 -0.66493
67 243 -0.415548
68 68 3.50674
68 179 -0.66493
68 180 -0.666028
68 240 -0.415548
68 241 -0.666028
68 243 -0.415548
68 244 -0.66493
69 69 3.67588
69 181 -0.99831
69 182 -0.998615
69 246 -0.498756
69 247 -0.332223
69 254 -0.331307
69 256 -0.498146
70 70 3.69016
70 183 -0.496559
70 184 -0.495582
70 249 -0.995838
70 250 -0.328652
70 254 -0.330117
70 255 -0.996326
71 71 3.68467
71 185 -0.330941
71 186 -0.329659
71 252 -0.997211
71 253 -0.496559
71 255 -0.996784
71 256 -0.497413
72 72 3.53517
