547
103 103
0 0 12.2667
0 31 -2.77021
0 32 -1.99879
0 35 -2.1219
0 36 -3.22644
0 39 -0.376195
0 97 0.239297
0 102 -1.66353
1 1 5.10863
1 30 -1.22982
1 41 -0.837891
1 42 -0.386354
1 45 -0.651676
1 96 -1.95811
2 2 7.2262
2 33 -1.24778
2 40 -1.39648
2 47 -1.26884
2 49 -1.49089
2 51 -1.16993
2 99 -0.484612
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 8.84026
10 30 -1.65827
10 31 -2.16919
10 82 0.112268
10 92 -1.53613
10 93 -0.894246
10 96 0.283269
10 97 -2.87754
11 11 8.6479
11 32 -1.76488
11 33 -1.51266
11 88 0.149926
11 92 -1.81543
11 94 -1.14677
11 99 -1.52289
11 102 -0.801689
12 12 23.7788
12 34 -3.65403
12 35 -2.85309
12 87 -5.3746
12 89 2.02637
12 90 -8.04822
12 101 -3.97647
12 102 -1.11372
13 13 8.89323
13 36 -2.65938
13 37 -1.89213
13 66 -0.676758
13 67 -0.864543
13 89 1.21582
13 91 -3.64124
14 14 4.74289
14 38 -0.0933781
14 39 -0.214619
14 66 -0.526367
14 68 -0.600301
14 83 -1.41153
14 97 -1.7278
14 98 -0.0242024
15 15 5.29688
15 40 -1.21029
15 41 -1.02409
15 73 -0.677775
15 74 -0.621053
15 93 -0.801473
15 94 -0.868449
16 16 1.19129
16 42 -0.163717
16 43 -0.0565317
16 69 -0.214489
16 71 -0.112757
16 81 -0.439481
16 95 -0.271363
16 96 0.0875252
17 17 2.20542
17 44 -0.341952
17 45 -0.520048
17 70 -0.20633
17 71 -0.173792
17 72 -0.512044
17 74 -0.404582
18 18 3.16491
18 46 -0.463333
18 47 -0.842854
18 72 -0.605143
18 73 -0.523153
18 75 -0.34738
18 77 -0.314489
19 19 5.12108
19 48 -0.86846
19 49 -1.22598
19 76 -0.901722
19 77 -0.375524
19 78 -1.61833
19 80 0.0195312
20 20 13.4367
20 50 -2.03967
20 51 -1.57592
20 79 -3.57699
20 80 0.0325521
20 85 -3.22418
20 99 -2.22683
20 100 -0.44865
21 21 1
22 22 1
23 23 1
24 24 1
25 25 1
26 26 1
27 27 1
28 28 3.1595
28 81 -0.69888
28 82 0.116228
28 83 -1.02016
28 84 0.0638209
