547
103 103
0 0 12.353
4 0 -3.17755
5 0 0.683464
10 0 -2.50236
15 0 -3.70793
17 0 0.361014
23 0 -1.11372
24 0 -0.801689
26 0 -1.66353
1 1 9.99462
4 1 -2.66041
6 1 0.102659
10 1 -0.698729
12 1 -2.16488
16 1 -0.0357061
20 1 -2.22683
24 1 -1.52289
49 1 -0.484612
2 2 8.57828
7 2 0.263794
8 2 -2.07052
11 2 0.073814
14 2 -2.7425
18 2 0.360501
22 2 -1.7278
25 2 -2.87754
26 2 0.239297
3 3 5.34339
8 3 -1.51073
9 3 0.0153583
11 3 -1.10369
13 3 -1.05029
19 3 -0.0666854
21 3 0.0875252
25 3 0.283269
56 3 -1.95811
0 4 -3.17755
1 4 -2.66041
4 4 11.1972
5 4 -0.901806
6 4 -2.37254
10 4 0.375932
16 4 -0.641452
17 4 -1.60276
24 4 0.149926
0 5 0.683464
4 5 -0.901806
5 5 17.217
10 5 -4.61226
15 5 -2.62119
23 5 -5.3746
50 5 1.10311
54 5 -3.78126
72 5 -1.18398
1 6 0.102659
4 6 -2.37254
6 6 14.0367
10 6 -3.89377
12 6 -0.508366
20 6 -3.22418
51 6 0.289259
54 6 -0.673453
67 6 -3.38972
2 7 0.263794
7 7 4.18354
8 7 -1.40323
11 7 -1.02016
14 7 0.0413527
22 7 -1.41153
52 7 0.137017
55 7 1.3073e-05
71 7 -0.729633
2 8 -2.07052
3 8 -1.51073
7 8 -1.40323
8 8 6.85859
9 8 0.0885485
11 8 0.116228
18 8 0.272903
19 8 -2.3994
25 8 0.112268
3 9 0.0153583
8 9 0.0885485
9 9 2.2617
11 9 -0.69888
13 9 -0.824626
21 9 -0.439481
53 9 0.0163395
55 9 -0.412172
70 9 0.0168554
0 10 -2.50236
1 10 -0.698729
4 10 0.375932
5 10 -4.61226
6 10 -3.89377
10 10 15.6095
50 10 -0.919414
51 10 -3.58705
54 10 0.673489
2 11 0.073814
3 11 -1.10369
7 11 -1.02016
8 11 0.116228
9 11 -0.69888
11 11 3.1595
52 11 -0.564193
53 11 0.01327
55 11 0.0638209
1 12 -2.16488
6 12 -0.508366
12 12 9.75591
16 12 -1.41866
20 12 -1.57592
31 12 -2.64925
38 12 0.0234375
49 12 -1.16993
3 13 -1.05029
9 13 -0.824626
13 13 2.93201
19 13 0.273327
21 13 -0.163717
36 13 -0.509045
40 13 -0.229741
56 13 -0.386354
2 14 -2.7425
7 14 0.0413527
14 14 8.99148
18 14 -3.39828
22 14 -0.214619
26 14 -0.376195
37 14 -1.14962
43 14 -0.902344
0 15 -3.70793
5 15 -2.62119
15 15 17.3661
17 15 -0.960214
23 15 -2.85309
26 15 -2.1219
30 15 -5.96082
43 15 1.45898
1 16 -0.0357061
4 16 -0.641452
12 16 -1.41866
16 16 7.69133
24 16 -1.51266
27 16 -1.62923
42 16 -1.00761
49 16 -1.24778
0 17 0.361014
4 17 -1.60276
15 17 -0.960214
17 17 9.44167
18 17 -1.95508
24 17 -1.76488
26 17 -1.99879
29 17 -1.255
2 18 0.360501
8 18 0.272903
14 18 -3.39828
17 18 -1.95508
18 18 10.9539
25 18 -2.16919
26 18 -2.77021
29 18 -1.1571
3 19 -0.0666854
8 19 -2.3994
13 19 0.273327
19 19 6.9772
25 19 -1.65827
28 19 -1.16374
41 19 -0.662313
56 19 -1.22982
1 20 -2.22683
6 20 -3.22418
12 20 -1.57592
20 20 13.4367
31 20 0.0325521
51 20 -0.44865
59 20 -3.57699
67 20 -2.03967
3 21 0.0875252
9 21 -0.439481
13 21 -0.163717
21 21 1.19129
36 21 -0.112757
53 21 -0.271363
64 21 -0.214489
70 21 -0.0565317
2 22 -1.7278
7 22 -1.41153
14 22 -0.214619
22 22 4.74289
37 22 -0.526367
52 22 -0.0242024
65 22 -0.600301
71 22 -0.0933781
0 23 -1.11372
5 23 -5.3746
15 23 -2.85309
23 23 23.7788
30 23 2.02637
50 23 -3.97647
58 23 -8.04822
72 23 -3.65403
0 24 -0.801689
1 24 -1.52289
4 24 0.149926
16 24 -1.51266
17 24 -1.76488
24 24 8.6479
27 24 -1.14677
29 24 -1.81543
2 25 -2.87754
3 25 0.283269
8 25 0.112268
18 25 -2.16919
19 25 -1.65827
25 25 8.84026
28 25 -0.894246
29 25 -1.53613
0 26 -1.66353
2 26 0.239297
14 26 -0.376195
15 26 -2.1219
17 26 -1.99879
18 26 -2.77021
26 26 12.2667
43 26 -3.22644
16 27 -1.62923
24 27 -1.14677
27 27 7.17285
28 27 -1.39648
29 27 -1.06433
42 27 -0.940633
47 27 -0.868449
19 28 -1.16374
25 28 -0.894246
27 28 -1.39648
28 28 6.06934
29 28 -0.976685
41 28 -0.729289
47 28 -0.801473
17 29 -1.255
18 29 -1.1571
24 29 -1.81543
25 29 -1.53613
27 29 -1.06433
28 29 -0.976685
29 29 7.94531
15 30 -5.96082
23 30 2.02637
30 30 19.7266
43 30 -4.61536
48 30 1.21582
