547
103 103
0 0 3.462
4 0 -0.760809
5 0 0.244221
10 0 -0.549512
15 0 -0.814123
17 0 0.178512
23 0 -0.210166
24 0 -0.23117
26 0 -0.455164
1 1 3.32554
4 1 -0.707308
6 1 0.0957605
10 1 -0.158547
12 1 -0.654627
16 1 0.0399286
20 1 -0.616826
24 1 -0.500871
49 1 -0.175007
2 2 5.51374
7 2 0.239515
8 2 -1.50631
11 2 0.0737161
14 2 -1.53389
18 2 0.210459
22 2 -1.25773
25 2 -1.645
26 2 0.114548
3 3 6.18779
8 3 -1.49004
9 3 0.0405008
11 3 -1.45408
13 3 -1.4925
19 3 -0.0375826
21 3 0.175389
25 3 0.219579
56 3 -2.06756
0 4 -0.760809
1 4 -0.707308
4 4 3.3775
5 4 -0.185371
6 4 -0.579173
10 4 0.170218
16 4 -0.204103
17 4 -0.475425
24 4 0.109286
0 5 0.244221
4 5 -0.185371
5 5 3.72299
10 5 -0.825504
15 5 -0.525911
23 5 -0.873648
50 5 0.303507
54 5 -0.640371
72 5 -0.160889
1 6 0.0957605
4 6 -0.579173
6 6 3.58449
10 6 -0.777455
12 6 -0.129411
20 6 -0.730661
51 6 0.142842
54 6 -0.109385
67 6 -0.722431
2 7 0.239515
7 7 4.78036
8 7 -1.34144
11 7 -1.35879
14 7 0.0342843
22 7 -1.40049
52 7 0.244152
55 7 0.000522543
71 7 -1.05263
2 8 -1.50631
3 8 -1.49004
7 8 -1.34144
8 8 5.76713
9 8 0.119744
11 8 0.145678
18 8 0.161765
19 8 -1.81767
25 8 0.0962416
3 9 0.0405008
8 9 0.119744
9 9 5.15077
11 9 -1.32392
13 9 -1.6107
21 9 -1.30014
53 9 0.07576
55 9 -1.18742
70 9 0.0850464
0 10 -0.549512
1 10 -0.158547
4 10 0.170218
5 10 -0.825504
6 10 -0.777455
10 10 3.635
50 10 -0.136315
51 10 -0.676455
54 10 0.223607
2 11 0.0737161
3 11 -1.45408
7 11 -1.35879
8 11 0.145678
9 11 -1.32392
11 11 4.91364
52 11 -1.11056
53 11 0.0397424
55 11 0.163448
1 12 -0.654627
6 12 -0.129411
12 12 3.82345
16 12 -0.533061
20 12 -0.451909
31 12 -0.927867
38 12 0.0633439
49 12 -0.484409
3 13 -1.4925
9 13 -1.6107
13 13 4.93296
19 13 0.294125
21 13 -0.322613
36 13 -0.991691
40 13 -0.321973
56 13 -0.403297
2 14 -1.53389
7 14 0.0342843
14 14 4.76949
18 14 -1.51993
22 14 -0.128567
26 14 -0.116097
37 14 -0.597622
43 14 -0.334012
0 15 -0.814123
5 15 -0.525911
