547
103 103
0 0 4.16164
0 31 -1.1138
0 32 -0.667551
0 35 -0.662343
0 36 -1.06771
0 39 -0.16509
0 97 0.108193
0 102 -0.474852
1 1 5.16774
1 30 -1.15834
1 41 -0.744792
1 42 -0.407039
1 45 -0.74349
1 96 -2.06851
2 2 3.59881
2 33 -0.567678
2 40 -0.744792
2 47 -0.74349
2 49 -0.740885
2 51 -0.533582
2 99 -0.187651
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 4.87534
10 30 -1.12204
10 31 -1.11062
10 82 0.0843881
10 92 -0.744792
10 93 -0.494792
10 96 0.217424
10 97 -1.64892
11 11 3.27307
11 32 -0.633211
11 33 -0.599847
11 88 0.047363
11 92 -0.744792
11 94 -0.494792
11 99 -0.515269
11 102 -0.247885
12 12 4.32531
12 34 -0.618354
12 35 -0.639076
12 87 -0.989129
12 89 0.432292
12 90 -1.48438
12 101 -0.643576
12 102 -0.23596
13 13 4.42708
13 36 -1.06771
13 37 -1.06771
13 66 -0.401042
13 67 -0.651042
13 89 0.432292
13 91 -1.48438
14 14 4.21449
14 38 -0.161582
14 39 -0.159144
14 66 -0.401042
14 68 -0.651042
14 83 -1.41224
14 97 -1.26178
14 98 -0.036152
15 15 3.53125
15 40 -0.744792
15 41 -0.744792
15 73 -0.494792
15 74 -0.494792
15 93 -0.494792
15 94 -0.494792
16 16 4.40193
16 42 -0.321674
16 43 -0.277125
16 69 -0.992188
16 71 -0.325521
16 81 -1.29837
16 95 -1.2908
16 96 0.175368
17 17 3.6224
17 44 -0.74349
17 45 -0.74349
17 70 -0.492188
17 71 -0.325521
17 72 -0.744792
17 74 -0.494792
18 18 3.6224
18 46 -0.74349
18 47 -0.74349
18 72 -0.744792
18 73 -0.494792
18 75 -0.492188
18 77 -0.325521
19 19 3.88802
19 48 -0.740885
19 49 -0.740885
19 76 -0.992188
19 77 -0.325521
19 78 -0.989583
19 80 0.0104167
20 20 3.63573
20 50 -0.504426
20 51 -0.516369
20 79 -0.989583
20 80 0.0104167
20 85 -0.8012
20 99 -0.632846
20 100 -0.0988611
21 21 1
22 22 1
23 23 1
24 24 1
25 25 1
26 26 1
27 27 1
28 28 4.90236
28 81 -1.32478
28 82 0.139877
28 83 -1.36405
28 84 0.163436
28 95 0.0401305
28 96 -1.45494
28 97 0.0715441
28 98 -1.11107
29 29 3.2747
29 85 -0.860423
29 86 0.124495
29 87 -0.923337
29 88 0.089424
29 99 -0.17721
29 100 -0.699208
29 101 -0.163289
29 102 -0.571404
30 1 -1.15834
30 10 -1.12204
30 30 5.14224
30 41 -0.494792
30 42 0.293174
30 82 -1.81983
30 93 -0.744792
30 96 -0.0435386
31 0 -1.1138
31 10 -1.11062
31 31 4.70208
31 32 -0.744792
31 39 -1.52628
31 82 0.15784
31 92 -0.494792
31 97 0.190256
32 0 -0.667551
32 11 -0.633211
32 31 -0.744792
32 32 3.29106
32 35 -0.276094
32 88 -0.49214
32 92 -0.494792
32 102 0.106059
33 2 -0.567678
33 11 -0.599847
33 33 3.26594
33 40 -0.494792
33 51 -0.545705
33 88 -0.218502
33 94 -0.744792
33 99 -0.0139005
34 12 -0.618354
34 34 4.44131
34 87 -0.19281
34 90 0.432292
34 101 -1.07985
35 0 -0.662343
35 12 -0.639076
35 32 -0.276094
35 35 4.23736
35 36 0.432292
35 87 -0.551704
35 89 -1.48438
35 102 -0.905014
36 0 -1.06771
36 13 -1.06771
36 35 0.432292
36 36 4.42708
36 39 -0.401042
36 66 -0.651042
36 89 -1.48438
37 13 -1.06771
37 37 4.42708
37 67 -0.401042
37 91 0.432292
38 14 -0.161582
38 38 3.95671
38 68 -0.401042
38 83 -1.05452
38 98 -1.28858
39 0 -0.16509
39 14 -0.159144
39 31 -1.52628
39 36 -0.401042
39 39 4.55466
39 66 -0.651042
39 83 0.0302331
39 97 -1.55469
40 2 -0.744792
40 15 -0.744792
40 33 -0.494792
40 40 3.53125
40 47 -0.494792
40 73 -0.494792
40 94 -0.494792
41 1 -0.744792
41 15 -0.744792
41 30 -0.494792
41 41 3.53125
41 45 -0.494792
41 74 -0.494792
41 93 -0.494792
42 1 -0.407039
42 16 -0.321674
42 30 0.293174
42 42 4.92615
42 45 -0.325521
42 71 -0.992188
42 81 -1.61072
42 96 -1.49447
43 16 -0.277125
43 43 4.03954
43 69 -0.325521
43 81 0.0859226
43 95 -1.14208
44 17 -0.74349
44 44 3.6224
44 46 -0.744792
44 70 -0.325521
44 72 -0.494792
45 1 -0.74349
45 17 -0.74349
45 41 -0.494792
45 42 -0.325521
45 45 3.6224
45 71 -0.492188
45 74 -0.744792
46 18 -0.74349
46 44 -0.744792
46 46 3.6224
46 72 -0.494792
46 75 -0.325521
47 2 -0.74349
47 18 -0.74349
47 40 -0.494792
47 47 3.6224
47 49 -0.325521
47 73 -0.744792
47 77 -0.492188
48 19 -0.740885
48 48 3.88802
48 76 -0.325521
48 78 0.0104167
49 2 -0.740885
49 19 -0.740885
49 47 -0.325521
49 49 3.88802
49 51 0.0104167
49 77 -0.992188
49 80 -0.989583
50 20 -0.504426
50 50 3.77039
50 79 0.0104167
50 85 -0.741601
50 100 -0.900075
51 2 -0.533582
51 20 -0.516369
51 33 -0.545705
51 49 0.0104167
51 51 3.53905
51 80 -0.989583
51 85 -0.145432
51 99 -0.712027
52 52 1
53 53 1
54 54 1
55 55 1
56 56 1
57 57 1
58 58 1
59 59 1
60 60 1
61 61 1
62 62 1
63 63 1
64 64 1
65 65 1
66 13 -0.401042
66 14 -0.401042
66 36 -0.651042
66 39 -0.651042
66 66 3.59375
66 67 -0.651042
66 68 -0.651042
67 13 -0.651042
67 37 -0.401042
67 66 -0.651042
67 67 3.59375
67 68 -0.401042
68 14 -0.651042
68 38 -0.401042
68 66 -0.651042
68 67 -0.401042
68 68 3.59375
69 16 -0.992188
69 43 -0.325521
69 69 3.71354
69 70 -0.325521
69 71 -0.492188
70 17 -0.492188
70 44 -0.325521
70 69 -0.325521
70 70 3.71354
70 71 -0.992188
71 16 -0.325521
71 17 -0.325521
71 42 -0.992188
71 45 -0.492188
71 69 -0.492188
71 70 -0.992188
71 71 3.71354
72 17 -0.744792
72 18 -0.744792
72 44 -0.494792
72 46 -0.494792
72 72 3.53125
72 73 -0.494792
72 74 -0.494792
73 15 -0.494792
73 18 -0.494792
73 40 -0.494792
73 47 -0.744792
73 72 -0.494792
73 73 3.53125
73 74 -0.744792
74 15 -0.494792
74 17 -0.494792
74 41 -0.494792
74 45 -0.744792
74 72 -0.494792
74 73 -0.744792
74 74 3.53125
75 18 -0.492188
75 46 -0.325521
75 75 3.71354
75 76 -0.325521
