Relaxation,Carp_steps
0.025,1763
0.05,1720
0.075,1679
0.1,1634
0.125,1590
0.15,1544
0.175,1497
0.2,1449
0.225,1398
0.25,1345
0.275,1292
0.3,1241
0.325,1195
0.35,1152
0.375,1114
0.4,1080
0.425,1048
0.45,1019
0.475,1067
0.5,1079
0.525,1200
0.55,1246
0.575,1333
0.6,1541
0.625,2011
0.65,2497
0.675,3877
0.7,4161
0.725,4578
0.75,5345
0.775,9928
0.8,12423
0.825,7619
0.85,13615
0.875,7237
0.9,8802
0.925,8981
0.95,16730
0.975,9809
1,15176
1.025,14523
1.05,26736
1.075,15605
1.1,21918
1.125,20413
1.15,25464
1.175,15203
1.2,24677
1.225,24464
1.25,25226
1.275,-1
1.3,-1
1.325,28426
1.35,-1
1.375,20224
1.4,30134
1.425,-1
1.45,38694
1.475,40560
1.5,28242
1.525,21070
1.55,19503
1.575,-1
1.6,29023
1.625,-1
1.65,-1
1.675,37140
1.7,36409
1.725,-1
1.75,-1
1.775,38830
1.8,33569
1.825,-1
1.85,31375
1.875,-1
1.9,22327
1.925,41093
1.95,-1
1.975,35050
2,36470
2.025,37073
2.05,21138
2.075,-1
2.1,40155
2.125,-1
2.15,-1
2.175,26255
2.2,35899
2.225,-1
2.25,-1
2.275,39450
2.3,-1
2.325,20317
2.35,34293
2.375,-1
2.4,36463
2.425,19804
2.45,45270
2.475,21501
2.5,29256
2.525,34524
2.55,23280
2.575,20478
2.6,-1
2.625,37579
2.65,28310
2.675,41564
2.7,29073
2.725,33459
2.75,-1
2.775,28575
2.8,-1
2.825,33786
2.85,25935
2.875,36108
2.9,26273
2.925,20000
2.95,24532
2.975,20963
3,30303
