Relaxation,Carp_steps
0.025,86
0.05,86
0.075,85
0.1,84
0.125,83
0.15,82
0.175,81
0.2,80
0.225,79
0.25,78
0.275,76
0.3,75
0.325,73
0.35,71
0.375,70
0.4,68
0.425,66
0.45,65
0.475,63
0.5,61
0.525,60
0.55,59
0.575,57
0.6,57
0.625,57
0.65,57
0.675,58
0.7,62
0.725,67
0.75,62
0.775,66
0.8,67
0.825,73
0.85,74
0.875,73
0.9,80
0.925,78
0.95,80
0.975,84
1,92
1.025,92
1.05,100
1.075,103
1.1,106
1.125,112
1.15,114
1.175,113
1.2,116
1.225,116
1.25,116
1.275,122
1.3,132
1.325,125
1.35,129
1.375,128
1.4,138
1.425,131
1.45,132
1.475,136
1.5,141
1.525,145
1.55,137
1.575,141
1.6,146
1.625,145
1.65,144
1.675,157
1.7,161
1.725,147
1.75,156
1.775,167
1.8,154
1.825,155
1.85,152
1.875,157
1.9,156
1.925,154
1.95,156
1.975,157
2,161
2.025,169
2.05,160
2.075,164
2.1,164
2.125,163
2.15,165
2.175,171
2.2,167
2.225,163
2.25,160
2.275,167
2.3,243
2.325,162
2.35,167
2.375,166
2.4,168
2.425,170
2.45,172
2.475,176
2.5,165
2.525,168
2.55,166
2.575,176
2.6,169
2.625,171
2.65,171
2.675,168
2.7,172
2.725,190
2.75,170
2.775,175
2.8,173
2.825,175
2.85,180
2.875,177
2.9,181
2.925,177
2.95,176
2.975,174
3,194
