Relaxation,Carp_steps
0.025,1533
0.05,1496
0.075,1460
0.1,1421
0.125,1384
0.15,1344
0.175,1304
0.2,1262
0.225,1218
0.25,1173
0.275,1126
0.3,1083
0.325,1042
0.35,1005
0.375,972
0.4,942
0.425,914
0.45,888
0.475,865
0.5,911
0.525,1036
0.55,1103
0.575,1154
0.6,1377
0.625,1807
0.65,2292
0.675,3228
0.7,3820
0.725,4204
0.75,4492
0.775,4652
0.8,6027
0.825,6278
0.85,6369
0.875,6733
0.9,7751
0.925,8116
0.95,8674
0.975,8831
1,10998
1.025,10681
1.05,21432
1.075,17969
1.1,12439
1.125,14186
1.15,-1
1.175,13939
1.2,13993
1.225,14464
1.25,13326
1.275,17644
1.3,16129
1.325,14739
1.35,15515
1.375,15123
1.4,18153
1.425,18513
1.45,15889
1.475,14414
1.5,15147
1.525,14029
1.55,15990
1.575,15571
1.6,16089
1.625,16975
1.65,17522
1.675,17137
1.7,19147
1.725,17871
1.75,22618
1.775,20505
1.8,18368
1.825,19117
1.85,17692
1.875,33007
1.9,19320
1.925,17543
1.95,18518
1.975,18225
2,25468
2.025,20892
2.05,19241
2.075,23760
2.1,21730
2.125,21162
2.15,18521
2.175,17622
2.2,18764
2.225,19933
2.25,19946
2.275,23831
2.3,18731
2.325,17428
2.35,39645
2.375,19363
2.4,16499
2.425,16728
2.45,17467
2.475,18754
2.5,18688
2.525,17205
2.55,18212
2.575,17802
2.6,17932
2.625,21495
2.65,17845
2.675,18508
2.7,19684
2.725,21555
2.75,18329
2.775,18236
2.8,27606
2.825,18055
2.85,18864
2.875,18517
2.9,20781
2.925,18249
2.95,19122
2.975,18057
3,-1
