Relaxation,Carp_steps
0.025,88
0.05,87
0.075,87
0.1,87
0.125,85
0.15,85
0.175,82
0.2,82
0.225,81
0.25,80
0.275,78
0.3,77
0.325,75
0.35,74
0.375,72
0.4,70
0.425,69
0.45,67
0.475,65
0.5,64
0.525,62
0.55,61
0.575,60
0.6,60
0.625,61
0.65,64
0.675,66
0.7,66
0.725,67
0.75,67
0.775,68
0.8,71
0.825,77
0.85,79
0.875,81
0.9,83
0.925,84
0.95,92
0.975,93
1,96
1.025,101
1.05,105
1.075,108
1.1,110
1.125,112
1.15,115
1.175,121
1.2,122
1.225,121
1.25,121
1.275,126
1.3,127
1.325,129
1.35,133
1.375,126
1.4,135
1.425,137
1.45,148
1.475,139
1.5,139
1.525,140
1.55,141
1.575,142
1.6,144
1.625,145
1.65,159
1.675,143
1.7,148
1.725,151
1.75,151
1.775,153
1.8,161
1.825,157
1.85,157
1.875,176
1.9,158
1.925,163
1.95,159
1.975,174
2,166
2.025,165
2.05,160
2.075,179
2.1,188
2.125,163
2.15,163
2.175,170
2.2,174
2.225,167
2.25,174
2.275,176
2.3,170
2.325,181
2.35,170
2.375,188
2.4,171
2.425,175
2.45,178
2.475,184
2.5,178
2.525,182
2.55,174
2.575,180
2.6,172
2.625,174
2.65,184
2.675,180
2.7,182
2.725,180
2.75,185
2.775,181
2.8,179
2.825,181
2.85,189
2.875,183
2.9,186
2.925,185
2.95,191
2.975,183
3,182
