Relaxation,Carp_steps
0.025,400
0.05,391
0.075,384
0.1,376
0.125,368
0.15,360
0.175,352
0.2,343
0.225,334
0.25,325
0.275,315
0.3,305
0.325,295
0.35,285
0.375,277
0.4,269
0.425,261
0.45,254
0.475,247
0.5,241
0.525,240
0.55,245
0.575,240
0.6,239
0.625,244
0.65,293
0.675,312
0.7,339
0.725,367
0.75,421
0.775,443
0.8,457
0.825,480
0.85,538
0.875,563
0.9,609
0.925,654
0.95,706
0.975,735
1,865
1.025,869
1.05,1030
1.075,1039
1.1,1016
1.125,1140
1.15,1060
1.175,1278
1.2,1212
1.225,1353
1.25,1357
1.275,1320
1.3,1352
1.325,1255
1.35,1355
1.375,1416
1.4,1485
1.425,1811
1.45,1475
1.475,1514
1.5,1528
1.525,2845
1.55,1672
1.575,1600
1.6,1550
1.625,1829
1.65,1518
1.675,1539
1.7,2105
1.725,1768
1.75,1669
1.775,1766
1.8,1910
1.825,1794
1.85,2294
1.875,1944
1.9,2072
1.925,1997
1.95,1647
1.975,1834
2,1783
2.025,1709
2.05,1913
2.075,1879
2.1,2735
2.125,2010
2.15,2007
2.175,2117
2.2,1810
2.225,1801
2.25,2043
2.275,1780
2.3,1774
2.325,1910
2.35,1903
2.375,1696
2.4,1714
2.425,1599
2.45,1668
2.475,1722
2.5,1637
2.525,1730
2.55,1657
2.575,1909
2.6,2115
2.625,1875
2.65,1878
2.675,1860
2.7,1899
2.725,2016
2.75,1850
2.775,1801
2.8,1755
2.825,1841
2.85,3014
2.875,1922
2.9,1865
2.925,1802
2.95,1891
2.975,1994
3,2132
