Relaxation,Carp_steps
0.025,1855
0.05,1810
0.075,1766
0.1,1720
0.125,1672
0.15,1625
0.175,1575
0.2,1524
0.225,1470
0.25,1414
0.275,1357
0.3,1305
0.325,1256
0.35,1211
0.375,1171
0.4,1135
0.425,1101
0.45,1070
0.475,1119
0.5,2017
0.525,1222
0.55,1282
0.575,1392
0.6,1884
0.625,2251
0.65,2587
0.675,4668
0.7,5810
0.725,10194
0.75,5334
0.775,9340
0.8,12912
0.825,7383
0.85,11836
0.875,8166
0.9,9363
0.925,-1
0.95,10636
0.975,12229
1,19245
1.025,14310
1.05,17617
1.075,17903
1.1,17150
1.125,17414
1.15,24988
1.175,31302
1.2,-1
1.225,27248
1.25,27935
1.275,37751
1.3,27116
1.325,28378
1.35,34271
1.375,30728
1.4,18006
1.425,32163
1.45,19575
1.475,26882
1.5,-1
1.525,35938
1.55,28764
1.575,34286
1.6,25776
1.625,36774
1.65,23947
1.675,38753
1.7,26989
1.725,46121
1.75,25229
1.775,27573
1.8,21827
1.825,36998
1.85,32241
1.875,22771
1.9,-1
1.925,40857
1.95,23262
1.975,25110
2,48524
2.025,48815
2.05,-1
2.075,32654
2.1,27421
2.125,47054
2.15,25888
2.175,34804
2.2,35144
2.225,46312
2.25,-1
2.275,39498
2.3,34336
2.325,-1
2.35,29312
2.375,22892
2.4,-1
2.425,39410
2.45,36680
2.475,35326
2.5,19848
2.525,21647
2.55,35459
2.575,-1
2.6,26673
2.625,38442
2.65,28251
2.675,29326
2.7,25470
2.725,36297
2.75,38408
2.775,32372
2.8,24617
2.825,-1
2.85,35747
2.875,39784
2.9,22260
2.925,36070
2.95,38093
2.975,-1
3,39006
