Relaxation,Carp_steps
0.1,291
0.35,288
0.6,285
0.85,284
1.1,282
1.35,279
1.6,278
1.85,276
2.1,276
2.35,274
2.6,273
2.85,271
3.1,269
3.35,268
3.6,267
3.85,265
4.1,264
4.35,263
4.6,261
4.85,260
5.1,258
5.35,256
5.6,255
5.85,254
6.1,252
6.35,251
6.6,249
6.85,248
7.1,246
7.35,244
7.6,243
7.85,240
8.1,239
8.35,238
8.6,236
8.85,234
9.1,232
9.35,230
9.6,229
9.85,227
10.1,225
10.35,223
10.6,221
10.85,219
11.1,217
11.35,216
11.6,213
11.85,212
12.1,210
12.35,208
12.6,206
12.85,205
13.1,203
13.35,201
13.6,200
13.85,198
14.1,197
14.35,195
14.6,194
14.85,192
15.1,191
15.35,190
15.6,188
15.85,187
16.1,186
16.35,185
16.6,184
16.85,183
17.1,183
17.35,181
17.6,180
17.85,179
18.1,179
18.35,178
18.6,178
18.85,178
19.1,177
19.35,176
19.6,175
19.85,175
20.1,179
20.35,188
20.6,191
20.85,188
21.1,188
21.35,190
21.6,195
21.85,197
22.1,199
22.35,201
22.6,205
22.85,217
23.1,206
23.35,210
23.6,223
23.85,216
24.1,214
24.35,217
24.6,230
24.85,225
25.1,233
25.35,233
25.6,239
25.85,235
26.1,233
26.35,232
26.6,235
26.85,232
27.1,249
27.35,246
27.6,248
27.85,262
28.1,255
28.35,261
28.6,269
28.85,276
29.1,269
29.35,262
29.6,281
29.85,280
