Relaxation,Carp_steps
0.1,1619
0.35,1603
0.6,1592
0.85,1582
1.1,1573
1.35,1563
1.6,1553
1.85,1545
2.1,1534
2.35,1526
2.6,1516
2.85,1507
3.1,1498
3.35,1488
3.6,1479
3.85,1469
4.1,1461
4.35,1451
4.6,1442
4.85,1432
5.1,1422
5.35,1413
5.6,1403
5.85,1394
6.1,1383
6.35,1373
6.6,1364
6.85,1353
7.1,1343
7.35,1332
7.6,1322
7.85,1312
8.1,1301
8.35,1290
8.6,1279
8.85,1269
9.1,1258
9.35,1246
9.6,1235
9.85,1223
10.1,1212
10.35,1200
10.6,1188
10.85,1175
11.1,1163
11.35,1152
11.6,1140
11.85,1129
12.1,1118
12.35,1107
12.6,1097
12.85,1088
13.1,1078
13.35,1068
13.6,1059
13.85,1049
14.1,1040
14.35,1032
14.6,1023
14.85,1015
15.1,1007
15.35,999
15.6,991
15.85,983
16.1,976
16.35,968
16.6,961
16.85,954
17.1,947
17.35,941
17.6,934
17.85,927
18.1,921
18.35,915
18.6,909
18.85,903
19.1,897
19.35,891
19.6,885
19.85,880
20.1,874
20.35,870
20.6,867
20.85,865
21.1,864
21.35,870
21.6,1174
21.85,1112
22.1,1265
22.35,1245
22.6,1409
22.85,1577
23.1,1509
23.35,1433
23.6,1448
23.85,2904
24.1,3307
24.35,1717
24.6,1793
24.85,1964
25.1,1962
25.35,2975
25.6,2081
25.85,2377
26.1,2187
26.35,2409
26.6,2506
26.85,4265
27.1,3401
