Relaxation,Carp_steps
0.1,311
0.35,306
0.6,304
0.85,302
1.1,300
1.35,299
1.6,296
1.85,294
2.1,293
2.35,292
2.6,290
2.85,288
3.1,287
3.35,285
3.6,284
3.85,282
4.1,280
4.35,279
4.6,277
4.85,276
5.1,274
5.35,272
5.6,271
5.85,268
6.1,268
6.35,266
6.6,264
6.85,263
7.1,261
7.35,259
7.6,257
7.85,255
8.1,253
8.35,252
8.6,249
8.85,247
9.1,246
9.35,243
9.6,242
9.85,240
10.1,237
10.35,235
10.6,233
10.85,232
11.1,230
11.35,228
11.6,226
11.85,223
12.1,221
12.35,219
12.6,217
12.85,216
13.1,214
13.35,212
13.6,210
13.85,209
14.1,207
14.35,205
14.6,204
14.85,202
15.1,200
15.35,199
15.6,197
15.85,196
16.1,195
16.35,193
16.6,191
16.85,191
17.1,190
17.35,189
17.6,187
17.85,186
18.1,185
18.35,184
18.6,184
18.85,183
19.1,183
19.35,183
19.6,183
19.85,184
20.1,186
20.35,196
20.6,206
20.85,199
21.1,199
21.35,216
21.6,206
21.85,209
22.1,208
22.35,211
22.6,219
22.85,220
23.1,232
23.35,234
23.6,233
23.85,235
24.1,239
24.35,239
24.6,235
24.85,243
25.1,249
25.35,250
25.6,284
25.85,254
26.1,250
26.35,256
26.6,261
26.85,272
27.1,269
27.35,277
27.6,282
27.85,280
28.1,278
28.35,302
28.6,285
28.85,293
29.1,335
29.35,329
29.6,301
29.85,308
