Relaxation,Carp_steps
0.1,115196
0.35,113800
0.6,112497
0.85,111185
1.1,109840
1.35,108496
1.6,107128
1.85,105739
2.1,104342
2.35,102923
2.6,101482
2.85,100021
3.1,98542
3.35,97036
3.6,95507
3.85,93951
4.1,92375
4.35,90771
4.6,89134
4.85,87469
5.1,85771
5.35,84036
5.6,82263
5.85,80499
6.1,78845
6.35,77286
6.6,75811
6.85,74418
7.1,73099
7.35,71847
7.6,70655
7.85,69522
8.1,68441
8.35,67409
8.6,66421
8.85,65477
9.1,64571
9.35,63702
9.6,62867
9.85,62065
10.1,61292
10.35,60547
10.6,59828
10.85,59135
11.1,58466
