Relaxation,Carp_steps
0.1,82
0.35,81
0.6,80
0.85,79
1.1,79
1.35,78
1.6,78
1.85,77
2.1,76
2.35,76
2.6,76
2.85,76
3.1,76
3.35,75
3.6,75
3.85,75
4.1,74
4.35,73
4.6,73
4.85,73
5.1,72
5.35,72
5.6,71
5.85,71
6.1,70
6.35,69
6.6,69
6.85,68
7.1,67
7.35,67
7.6,66
7.85,66
8.1,65
8.35,64
8.6,64
8.85,63
9.1,62
9.35,61
9.6,60
9.85,60
10.1,59
10.35,58
10.6,58
10.85,57
11.1,56
11.35,56
11.6,55
11.85,54
12.1,54
12.35,53
12.6,53
12.85,52
13.1,52
13.35,51
13.6,51
13.85,50
14.1,51
14.35,50
14.6,52
14.85,52
15.1,53
15.35,54
15.6,54
15.85,56
16.1,57
16.35,58
16.6,59
16.85,56
17.1,58
17.35,58
17.6,58
17.85,60
18.1,65
18.35,66
18.6,64
18.85,69
19.1,69
19.35,66
19.6,69
19.85,68
20.1,70
20.35,66
20.6,72
20.85,69
21.1,72
21.35,75
21.6,77
21.85,79
22.1,84
22.35,83
22.6,86
22.85,83
23.1,83
23.35,85
23.6,89
23.85,89
24.1,95
24.35,98
24.6,100
24.85,100
25.1,101
25.35,107
25.6,103
25.85,106
26.1,113
26.35,107
26.6,112
26.85,111
27.1,113
27.35,114
27.6,116
27.85,115
28.1,115
28.35,113
28.6,115
28.85,113
29.1,125
29.35,121
29.6,120
29.85,120
