Relaxation,Carp_steps
0.1,16
0.35,16
0.6,16
0.85,16
1.1,16
1.35,16
1.6,16
1.85,16
2.1,16
2.35,16
2.6,16
2.85,16
3.1,16
3.35,16
3.6,16
3.85,16
4.1,16
4.35,16
4.6,15
4.85,15
5.1,15
5.35,14
5.6,14
5.85,14
6.1,14
6.35,14
6.6,14
6.85,15
7.1,15
7.35,15
7.6,15
7.85,15
8.1,17
8.35,16
8.6,17
8.85,17
9.1,17
9.35,17
9.6,17
9.85,17
10.1,17
10.35,17
10.6,17
10.85,17
11.1,17
11.35,17
11.6,18
11.85,18
12.1,19
12.35,18
12.6,18
12.85,17
13.1,18
13.35,18
13.6,18
13.85,19
14.1,20
14.35,19
14.6,19
14.85,19
15.1,19
15.35,20
15.6,19
15.85,19
16.1,21
16.35,21
16.6,20
16.85,20
17.1,20
17.35,20
17.6,19
17.85,20
18.1,21
18.35,20
18.6,21
18.85,25
19.1,20
19.35,20
19.6,20
19.85,21
20.1,22
20.35,21
20.6,21
20.85,21
21.1,21
21.35,21
21.6,21
21.85,21
22.1,21
22.35,21
22.6,20
22.85,20
23.1,23
23.35,21
23.6,21
23.85,21
24.1,21
24.35,21
24.6,20
24.85,21
25.1,21
25.35,21
25.6,21
25.85,21
26.1,21
26.35,22
26.6,20
26.85,20
27.1,20
27.35,20
27.6,20
27.85,20
28.1,20
28.35,20
28.6,19
28.85,19
29.1,19
29.35,20
29.6,20
29.85,20
