Relaxation,Carp_steps
0.1,412
0.35,407
0.6,405
0.85,401
1.1,398
1.35,395
1.6,392
1.85,389
2.1,386
2.35,383
2.6,380
2.85,377
3.1,374
3.35,371
3.6,367
3.85,363
4.1,360
4.35,357
4.6,353
4.85,349
5.1,346
5.35,342
5.6,339
5.85,335
6.1,331
6.35,328
6.6,323
6.85,319
7.1,316
7.35,312
7.6,308
7.85,303
8.1,300
8.35,295
8.6,291
8.85,287
9.1,284
9.35,280
9.6,278
9.85,274
10.1,271
10.35,268
10.6,265
10.85,262
11.1,259
11.35,256
11.6,253
11.85,250
12.1,248
12.35,245
12.6,243
12.85,241
13.1,242
13.35,249
13.6,251
13.85,249
14.1,245
14.35,245
14.6,242
14.85,241
15.1,239
15.35,241
15.6,247
15.85,269
16.1,281
16.35,294
16.6,295
16.85,307
17.1,327
17.35,332
17.6,346
17.85,362
18.1,377
18.35,398
18.6,395
18.85,430
19.1,429
19.35,436
19.6,447
19.85,463
20.1,484
20.35,490
20.6,479
20.85,512
21.1,520
21.35,527
21.6,584
21.85,610
22.1,585
22.35,1108
22.6,794
22.85,644
23.1,642
23.35,651
23.6,686
23.85,727
24.1,747
