3937
381 381
0 0 3.96388
0 31 0.129955
0 32 0.103011
0 35 0.145655
0 36 0.360069
0 39 -0.0832006
0 97 0.0434693
0 102 -0.0362361
0 106 -1.29353
0 107 -0.809302
0 114 -0.967946
0 115 -1.44444
0 122 -0.352555
0 233 -0.00208333
0 301 -0.199956
0 304 -0.0577112
0 321 0.202708
0 324 0.130047
0 325 -0.00208333
0 337 -0.000694444
0 357 0.714042
0 377 -0.537896
1 1 5.28942
1 30 0.0929055
1 41 0.249653
1 42 -0.0834053
1 45 0.249566
1 96 -0.192114
1 103 -1.33634
1 126 -1
1 127 -0.558209
1 134 -1
1 251 -0.00104167
1 263 -0.000694444
1 297 0.834263
1 300 0.908575
1 340 -0.000694444
1 353 -3.45101
2 2 3.51666
2 33 0.0808273
2 40 0.249653
2 47 0.249566
2 49 0.249392
2 51 0.095271
2 99 -0.0046246
2 110 -0.685247
2 123 -1
2 138 -1
2 142 -1
2 146 -0.752809
2 260 -0.000694444
2 275 -0.00104167
2 287 -0.00138889
2 309 0.0599164
2 312 0.0279251
2 343 -0.000694444
2 365 -0.0801042
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 4.78801
10 30 0.107242
10 31 0.11935
10 82 -0.36093
10 92 0.249653
10 93 0.166319
10 96 0.0596901
10 97 -0.150834
10 104 -1.30191
10 105 -1.2765
10 207 -0.0522586
10 227 -1
10 229 -0.666667
10 297 -0.253677
10 298 -0.122112
10 301 0.630874
10 302 0.725893
10 338 -0.000694444
10 341 -0.000694444
10 346 -0.000694444
10 354 0.975335
10 358 -2.63279
11 11 3.12559
11 32 0.0958889
11 33 0.0885156
11 88 -0.174386
11 92 0.249653
11 94 0.166319
11 99 -0.0411201
11 102 -0.0111797
11 108 -0.752271
11 109 -0.739205
11 219 -0.047857
11 228 -1
11 231 -0.666667
11 311 0.211991
11 312 0.156795
11 323 0.095141
11 324 0.0459312
11 339 -0.000694444
11 344 -0.000694444
11 348 -0.000694444
11 368 -0.608942
11 380 -0.186039
12 12 4.14104
12 34 0.125693
12 35 0.135998
12 87 0.0625398
12 89 -0.139931
12 90 0.498958
12 101 -0.0531103
12 102 -0.00879629
12 112 -0.92766
12 113 -0.92613
12 217 -1.11563
12 221 0.555556
12 223 -2
12 319 0.188706
12 320 0.280699
12 321 0.103145
12 322 0.0188624
12 326 -0.00208333
12 329 -0.00208333
12 334 -0.00208333
12 376 -0.792394
12 378 -0.135216
13 13 4.35208
13 36 0.360069
13 37 0.360069
13 66 0.137847
13 67 0.221181
13 89 -0.139931
13 91 0.498958
13 116 -1.44444
13 117 -1.44444
13 175 -0.555556
13 177 -0.888889
13 222 0.555556
13 225 -2
13 234 -0.00208333
13 237 -0.00208333
13 242 -0.00208333
13 327 -0.00208333
13 332 -0.00208333
13 336 -0.00208333
14 14 3.94766
14 38 -0.0499949
14 39 -0.0653365
14 66 0.137847
14 68 0.221181
14 83 0.0893341
14 97 -0.113236
14 98 0.0201548
14 120 -0.327326
14 121 -0.352174
14 176 -0.555556
14 179 -0.888889
14 209 -1.57683
14 235 -0.00208333
14 240 -0.00208333
14 244 -0.00208333
14 303 0.41108
14 304 0.545359
14 305 0.0148414
14 306 -0.106241
14 360 -1.67653
14 362 0.335243
15 15 3.50625
15 40 0.249653
15 41 0.249653
15 73 0.166319
15 74 0.166319
15 93 0.166319
15 94 0.166319
15 124 -1
15 125 -1
15 190 -0.666667
15 192 -0.666667
15 230 -0.666667
15 232 -0.666667
15 262 -0.000694444
15 265 -0.000694444
15 267 -0.000694444
15 342 -0.000694444
15 345 -0.000694444
15 347 -0.000694444
16 16 4.29673
16 42 -0.0625648
16 43 -0.0456231
16 69 0.332813
16 71 0.11059
16 81 0.0282414
16 95 -0.117265
16 96 0.0513101
16 128 -0.462039
16 129 -0.405926
16 182 -1.33333
16 185 -0.444444
16 205 -1.43814
16 247 -0.00104167
16 252 -0.00104167
16 256 -0.00104167
16 293 0.563142
16 294 0.495271
16 299 -0.189275
16 300 -0.119522
16 350 -2.05124
16 356 0.797003
17 17 3.59115
17 44 0.249566
17 45 0.249566
17 70 0.166146
17 71 0.11059
17 72 0.249653
17 74 0.166319
17 132 -1
17 133 -1
17 184 -0.666667
17 186 -0.444444
17 188 -1
17 191 -0.666667
17 250 -0.00104167
17 253 -0.00104167
17 255 -0.00104167
17 259 -0.000694444
17 264 -0.000694444
17 268 -0.000694444
18 18 3.59115
18 46 0.249566
18 47 0.249566
18 72 0.249653
18 73 0.166319
18 75 0.166146
18 77 0.11059
18 136 -1
18 137 -1
18 187 -1
18 189 -0.666667
18 194 -0.666667
18 197 -0.444444
18 258 -0.000694444
18 261 -0.000694444
18 266 -0.000694444
18 271 -0.00104167
18 276 -0.00104167
18 280 -0.00104167
19 19 3.84427
19 48 0.249392
19 49 0.249392
19 76 0.332813
19 77 0.11059
19 78 0.332639
19 80 -0.000694444
19 140 -1
19 141 -1
19 196 -1.33333
19 198 -0.444444
19 200 -1.33333
19 203 -3.33067e-16
19 274 -0.00104167
19 277 -0.00104167
19 279 -0.00104167
19 283 -0.00138889
19 288 -0.00138889
19 292 -0.00138889
20 20 3.5127
20 50 0.075621
20 51 0.0858196
20 79 0.332639
20 80 -0.000694444
20 85 0.0173719
20 99 -0.0532323
20 100 0.00762973
20 144 -0.723556
20 145 -0.717414
20 202 -1.33333
20 204 -3.33067e-16
20 213 -0.879874
20 286 -0.00138889
20 289 -0.00138889
20 291 -0.00138889
20 309 0.267795
20 310 0.223757
20 315 -0.0247218
20 316 0.0223701
20 366 -0.917163
20 372 0.112788
21 21 1
22 22 1
23 23 1
24 24 1
25 25 1
26 26 1
27 27 1
28 28 4.5249
28 81 0.051122
28 82 -0.321727
28 83 0.0711861
28 84 -0.289189
28 95 0.0298851
28 96 -0.132651
28 97 0.0361547
28 98 -0.0991329
28 206 -1.49385
28 208 0.00231819
28 210 -1.49047
28 212 0.0730535
28 294 -0.136217
28 295 -0.0295258
28 298 0.61137
28 299 0.491859
28 302 -0.0536134
28 303 -0.14556
28 306 0.404556
28 307 0.490037
28 351 0.491469
28 355 -1.929
28 359 0.558214
28 363 -1.70824
29 29 3.01662
29 85 0.0331281
29 86 -0.214076
29 87 0.0481279
29 88 -0.193526
29 99 -0.00253837
29 100 -0.0594368
29 101 0.000243273
29 102 -0.0463658
29 214 -0.981626
29 216 0.0246892
29 218 -1.00497
29 220 0.0311097
29 310 0.0014916
29 311 0.0696629
29 314 0.295647
29 315 0.220774
29 318 0.06054
29 319 -0.00421966
29 322 0.187018
29 323 0.246941
29 367 -0.0356251
29 371 -0.881312
29 375 -0.00598005
29 379 -0.795902
30 1 0.0929055
30 10 0.107242
30 30 5.08191
30 41 0.166319
30 42 0.0719267
