13891
835 835
0 0 2.60068
4 0 -0.0231363
5 0 0.111322
10 0 -0.014253
15 0 -0.0309074
17 0 0.10111
23 0 -0.0039017
24 0 -0.00447105
26 0 -0.0114107
75 0 0.248534
76 0 -0.129432
77 0 -0.895679
78 0 0.232819
79 0 0.254505
80 0 -0.125452
81 0 -0.912734
82 0 0.239899
115 0 0.0389291
116 0 -0.106711
117 0 -0.0312946
118 0 0.00737617
119 0 0.0488498
120 0 -0.146745
121 0 -0.0630227
122 0 0.0138597
177 0 0.0334461
178 0 -0.0958792
179 0 -0.0323492
180 0 0.00629404
187 0 0.0163373
188 0 -0.0689965
189 0 -0.125257
190 0 0.0403672
211 0 0.110928
212 0 -0.365785
213 0 0.0777237
214 0 -0.0194417
215 0 0.325638
216 0 -0.943493
217 0 0.350653
218 0 -0.122923
219 0 0.0797275
220 0 -0.353877
221 0 0.0894217
222 0 -0.0136409
223 0 0.325227
224 0 -0.901741
225 0 0.306357
226 0 -0.110634
1 1 2.56362
4 1 -0.01511
6 1 0.0942414
10 1 -0.00214874
12 1 -0.0067619
16 1 0.0837565
20 1 -0.0161458
24 1 -0.0127237
55 1 -0.00264714
87 1 0.109056
88 1 -0.0850677
89 1 -0.7625
90 1 0.1925
91 1 0.11378
92 1 -0.079823
93 1 -0.748066
94 1 0.188046
115 1 0.00142688
116 1 -0.0222572
117 1 -0.110877
118 1 0.0391646
125 1 0.00678079
126 1 -0.0439139
127 1 -0.156278
128 1 0.0538568
159 1 0.00215224
160 1 -0.0204533
161 1 -0.125461
162 1 0.0461939
183 1 0.00917157
184 1 -0.0500249
185 1 -0.132349
186 1 0.044197
243 1 0.364048
244 1 -0.998648
245 1 0.350219
246 1 -0.128154
247 1 0.0343068
248 1 -0.235229
249 1 0.0371161
250 1 0.00654752
251 1 0.374601
252 1 -1.0495
253 1 0.393819
254 1 -0.142912
255 1 0.0588614
256 1 -0.245648
257 1 0.0296312
258 1 0.00147074
2 2 4.55071
7 2 0.176641
8 2 -0.0417718
11 2 0.00761484
14 2 -0.0528691
18 2 0.195222
22 2 -0.0335402
25 2 -0.0444232
26 2 0.00936287
97 2 -1.58485
98 2 0.41096
99 2 0.453507
100 2 -0.241061
101 2 -1.58285
102 2 0.419059
103 2 0.421321
104 2 -0.198669
131 2 -0.0238987
132 2 0.00484458
133 2 -0.332367
134 2 0.118564
135 2 -0.0407594
136 2 0.0739154
137 2 -0.328927
138 2 0.129188
171 2 -0.0436782
172 2 0.0718763
173 2 -0.286612
174 2 0.108048
191 2 -0.0319089
192 2 0.0220033
193 2 -0.407732
194 2 0.149007
267 2 0.957016
268 2 -2.58131
269 2 0.986798
270 2 -0.368544
271 2 -0.235756
272 2 0.398855
273 2 -0.304143
274 2 0.148122
275 2 1.08365
276 2 -2.74822
277 2 1.03483
278 2 -0.414824
279 2 -0.302308
280 2 0.435311
281 2 -0.297417
282 2 0.165909
3 3 5.12961
8 3 -0.029152
9 3 0.166581
11 3 -0.0391164
13 3 -0.0141709
19 3 0.190125
21 3 0.0115017
25 3 0.0135053
72 3 -0.0564491
105 3 -1.52076
106 3 0.396738
107 3 0.245848
108 3 -0.191658
109 3 -1.50509
110 3 0.370601
111 3 0.190793
112 3 -0.125763
135 3 0.129594
136 3 -0.345001
137 3 0.0949907
138 3 -0.0568061
139 3 0.137639
140 3 -0.380788
141 3 0.0356954
142 3 -0.0384187
167 3 -0.054488
168 3 0.100525
169 3 -0.417576
170 3 0.164675
195 3 -0.0486268
196 3 0.0585815
197 3 -0.491693
198 3 0.18351
283 3 -0.42401
284 3 0.640464
285 3 -0.34668
286 3 0.201161
287 3 1.17132
288 3 -3.06655
289 3 1.14775
290 3 -0.441242
291 3 -0.427752
292 3 0.682111
293 3 -0.411445
294 3 0.221519
295 3 1.27316
296 3 -3.32725
297 3 1.31878
298 3 -0.513387
0 4 -0.0231363
1 4 -0.01511
4 4 2.57271
5 4 -0.00305749
6 4 -0.0150814
10 4 0.102627
16 4 -0.0035941
17 4 -0.0119872
24 4 0.0922998
75 4 -0.10265
76 4 0.0360325
77 4 0.216066
78 4 -0.8365
79 4 -0.0275028
80 4 0.00397959
87 4 -0.026114
88 4 0.0049006
89 4 0.210146
90 4 -0.820603
91 4 -0.115131
92 4 0.042193
115 4 -0.102895
116 4 0.185384
117 4 0.179937
118 4 -0.107408
119 4 -0.0536961
120 4 0.0104479
125 4 -0.150584
126 4 0.0509924
185 4 0.0128819
186 4 -0.0597216
187 4 -0.128051
188 4 0.0420026
211 4 -0.11847
212 4 0.325891
213 4 -0.943903
214 4 0.342227
215 4 -0.296442
216 4 0.0579836
217 4 -0.00404642
218 4 0.0643284
243 4 -0.00951305
244 4 0.0547848
245 4 -0.307663
246 4 0.0859069
247 4 -0.989619
248 4 0.347403
249 4 -0.131834
250 4 0.369535
0 5 0.111322
4 5 -0.00305749
5 5 2.74624
10 5 -0.0291951
15 5 -0.0136095
23 5 -0.0370954
27 5 0.122181
31 5 -0.0169756
59 5 -0.00236756
77 5 -0.0604163
78 5 0.0118542
79 5 -0.150412
80 5 0.303741
81 5 -0.146177
82 5 0.0483106
83 5 -0.143491
84 5 0.306776
115 5 -0.0180554
116 5 0.00174485
119 5 0.25899
120 5 -0.986636
121 5 -1.00311
122 5 0.265483
123 5 -0.12603
124 5 0.0470339
143 5 -0.0535181
144 5 0.00887709
145 5 -0.171612
146 5 0.0583475
179 5 0.0406348
180 5 -0.113518
181 5 -0.0189921
182 5 0.000408379
215 5 -0.000889893
216 5 0.0712499
217 5 -0.273997
218 5 0.0340822
219 5 -0.136214
220 5 0.390277
221 5 -1.06272
222 5 0.369274
227 5 0.00613864
228 5 0.0463525
229 5 -0.25957
230 5 0.0353486
231 5 -1.11279
232 5 0.420666
233 5 -0.150752
234 5 0.39221
1 6 0.0942414
4 6 -0.0150814
6 6 2.73239
10 6 -0.0209948
12 6 -0.00115773
20 6 -0.0124087
28 6 0.105547
31 6 -0.000523195
56 6 -0.0192247
85 6 -0.0968819
86 6 0.162687
89 6 -0.154809
90 6 0.0527086
91 6 -0.105878
92 6 0.1617
93 6 -0.041003
94 6 0.0044166
115 6 -0.130168
116 6 0.0469527
123 6 -0.00840007
124 6 -0.00477561
125 6 0.218364
126 6 -0.855557
127 6 -0.842201
128 6 0.214997
147 6 -0.183877
148 6 0.0644248
149 6 -0.0337521
150 6 0.00143265
161 6 -0.00379232
162 6 -0.00663337
163 6 -0.147323
164 6 0.0553157
235 6 -0.173652
236 6 0.470996
237 6 -1.23653
238 6 0.448228
239 6 -0.136051
240 6 -0.00890055
241 6 0.0276762
242 6 -0.0125111
247 6 -0.155818
248 6 0.434599
249 6 -1.17432
250 6 0.418698
251 6 0.0212138
252 6 0.0169873
253 6 -0.149311
254 6 -0.0166693
2 7 0.176641
7 7 3.96636
8 7 -0.0359135
11 7 -0.0430135
14 7 0.00617216
22 7 -0.052804
29 7 0.160675
32 7 0.00473047
58 7 -0.0277594
95 7 -0.225687
96 7 0.449496
97 7 0.000998208
98 7 -0.0204266
99 7 -0.195372
100 7 0.42926
101 7 -0.336613
102 7 0.121595
129 7 0.0500928
130 7 -0.0292546
131 7 0.380573
132 7 -1.43392
133 7 -1.44183
134 7 0.378455
135 7 -0.265646
136 7 0.103813
151 7 -0.0127928
152 7 -0.0139935
153 7 -0.278553
154 7 0.0983276
173 7 -0.0318352
174 7 0.0487674
175 7 -0.234759
176 7 0.0881933
259 7 0.106629
260 7 -0.152007
261 7 0.219906
262 7 -0.211338
263 7 -0.300726
264 7 0.811848
265 7 -2.13086
266 7 0.783446
267 7 0.121305
268 7 -0.201734
269 7 0.25
270 7 -0.210967
271 7 -2.25588
272 7 0.885225
273 7 -0.335593
274 7 0.841165
2 8 -0.0417718
3 8 -0.029152
7 8 -0.0359135
8 8 4.77842
9 8 0.00934271
11 8 0.170882
18 8 0.0111999
19 8 -0.0493142
25 8 0.191448
99 8 -0.311616
100 8 0.11729
101 8 0.390187
102 8 -1.53807
