3028
220 220
0 0 2.74014
1 0 -0.130841
2 0 -0.0534837
3 0 0.0979002
5 0 -0.0870908
6 0 -0.0453947
7 0 -0.0145061
10 0 -0.00413034
16 0 -0.0817648
17 0 0.134352
20 0 -0.059126
21 0 0.0135971
22 0 -0.140697
23 0 0.0475419
28 0 -0.105559
29 0 0.0386643
34 0 -0.0404559
35 0 0.00880354
36 0 0.279259
37 0 -0.683672
38 0 -0.690582
39 0 0.294738
40 0 -0.0463728
41 0 -0.0463728
48 0 -0.377936
49 0 0.0926207
50 0 -0.0190105
51 0 0.0997124
52 0 -0.863372
53 0 0.321682
54 0 -0.114312
55 0 0.299974
64 0 0.384375
65 0 -0.627455
66 0 -0.0463728
67 0 -0.0463728
68 0 -0.97433
69 0 0.54375
82 0 -0.0369978
83 0 -0.0369978
146 0 0.000669643
147 0 0.000669643
149 0 0.000669643
0 1 -0.130841
1 1 4.22647
2 1 -0.0690538
4 1 0.181022
5 1 -0.0870908
8 1 0.0128521
9 1 -0.0392451
13 1 -0.0567337
18 1 -0.24833
19 1 0.340955
24 1 -0.392865
25 1 0.140983
26 1 0.0347643
27 1 -0.041083
30 1 -0.0633302
31 1 0.123929
32 1 -0.364385
33 1 0.135361
38 1 -0.0463728
39 1 -0.0463728
40 1 0.413354
41 1 -1.17588
42 1 -1.20518
43 1 0.433331
56 1 -0.473309
57 1 1.26775
58 1 -3.35143
59 1 1.24767
60 1 0.225464
61 1 -0.369872
62 1 0.740017
63 1 -0.50553
64 1 -0.0463728
65 1 -0.0463728
66 1 0.384375
67 1 -0.627455
68 1 0.54375
69 1 -0.97433
80 1 -0.0369978
81 1 -0.0369978
146 1 0.000669643
148 1 0.000669643
149 1 0.000669643
0 2 -0.0534837
1 2 -0.0690538
2 2 3.37507
3 2 -0.0128763
4 2 0.00866221
9 2 0.0414584
10 2 -0.0724251
15 2 -0.188356
16 2 0.0323984
17 2 -0.0895434
18 2 -0.0476104
19 2 0.0922488
20 2 0.0437237
21 2 -0.134575
24 2 -0.0261171
25 2 0.00433059
32 2 -0.132567
33 2 0.0960651
34 2 -0.820637
35 2 0.499238
38 2 0.301804
39 2 -0.760331
40 2 -1.2174
41 2 0.432114
48 2 0.261708
49 2 -0.0984186
50 2 0.289605
51 2 -0.786325
56 2 -0.25865
57 2 0.167952
58 2 -0.367468
59 2 0.485105
68 2 -0.0369978
69 2 -0.0369978
84 2 0.8125
85 2 -1.37924
86 2 -0.110993
87 2 -0.110993
96 2 -0.0484933
97 2 -0.0484933
149 2 0.000669643
150 2 0.00200893
157 2 0.00200893
0 3 0.0979002
2 3 -0.0128763
3 3 2.73729
6 3 -0.00233955
7 3 -0.0162281
10 3 -0.0325887
16 3 0.233826
17 3 -0.130391
20 3 -0.933464
21 3 0.244449
22 3 -0.90355
23 3 0.234645
28 3 -0.000582799
29 3 -0.0115394
34 3 0.0406464
35 3 -0.115056
36 3 0.00932503
37 3 -0.0537105
38 3 -0.138914
39 3 0.0460093
44 3 0.237482
45 3 -0.113688
48 3 0.395314
49 3 -1.08485
50 3 0.379598
51 3 -0.138261
52 3 0.0559169
53 3 -0.219296
54 3 0.00748912
55 3 0.00714733
98 3 -0.144828
99 3 0.0556278
104 3 -0.0141804
105 3 -0.00293326
106 3 0.0127405
107 3 -0.191532
108 3 0.00499471
109 3 0.0207193
110 3 0.431626
111 3 -1.19596
112 3 0.462039
113 3 -0.170661
1 4 0.181022
2 4 0.00866221
4 4 4.10636
8 4 -0.0256761
9 4 -0.0474036
13 4 -0.0483086
18 4 0.318251
19 4 -0.134412
24 4 -1.38457
25 4 0.355729
26 4 -1.37897
27 4 0.371496
30 4 -0.31949
31 4 0.129475
32 4 -0.0379949
33 4 0.0563995
40 4 -0.0309772
41 4 0.0246373
42 4 -0.409192
43 4 0.152699
46 4 0.373179
47 4 -0.212366
56 4 -0.249135
57 4 0.357088
58 4 -0.27974
59 4 0.149774
60 4 0.952581
61 4 -2.50377
62 4 1.00707
63 4 -0.391914
100 4 -0.0332043
101 4 0.0610418
102 4 -0.238728
103 4 0.0883742
114 4 0.831301
115 4 -2.20499
116 4 0.811171
117 4 -0.306853
118 4 -0.169549
119 4 0.294699
120 4 -0.255997
121 4 0.119111
0 5 -0.0870908
1 5 -0.0870908
5 5 2.98348
6 5 -0.130841
11 5 -0.0870908
12 5 -0.0870908
13 5 -0.130841
