17097
1465 1465
0 0 9.02841
24 0 0.118045
25 0 -0.654333
53 0 0.0904932
66 0 -0.0383394
74 0 -0.140461
98 0 -0.529955
113 0 -0.110041
120 0 -0.034366
323 0 0.0563317
324 0 -2.9568
325 0 -0.0615545
326 0 -2.83772
427 0 0.131623
428 0 0.458509
429 0 0.344971
430 0 0.754387
489 0 0.508779
490 0 0.132221
567 0 0.298148
568 0 0.600617
593 0 -1.91334
594 0 -0.554656
595 0 -2.06953
596 0 -0.611604
1 1 12.7673
25 1 -0.797461
26 1 0.21058
52 1 0.170389
54 1 -0.961134
66 1 -0.181362
74 1 -0.0258337
75 1 -0.024892
82 1 -0.22493
327 1 -4.19076
328 1 0.249
329 1 -4.36316
330 1 0.101195
429 1 0.964291
430 1 0.342575
431 1 0.740925
432 1 0.0634717
487 1 0.811979
488 1 0.0787439
491 1 1.18265
492 1 0.381401
597 1 -0.47091
598 1 -3.11472
599 1 -0.347632
600 1 -3.34941
2 2 14.0164
26 2 0.252484
27 2 -0.935319
55 2 -1.12623
66 2 -0.0411567
75 2 -0.23232
94 2 0.295883
110 2 -0.185862
119 2 -0.0422683
331 2 -5.05617
332 2 0.540228
333 2 -4.87984
334 2 0.390803
431 2 0.123095
432 2 0.816707
433 2 0.443467
434 2 1.02247
493 2 1.25864
494 2 0.498027
558 2 0.741839
559 2 0.10805
601 2 -3.20622
602 2 -0.731308
603 2 -3.44703
604 2 -0.609977
3 3 9.85735
24 3 0.146579
27 3 -0.767539
66 3 -0.143585
93 3 0.175805
99 3 -0.620996
110 3 -0.0521334
113 3 -0.046317
122 3 -0.11083
335 3 0.256598
336 3 -3.30477
337 3 0.135748
338 3 -3.41898
427 3 0.504036
428 3 0.169318
433 3 0.798417
434 3 0.432584
556 3 0.4502
557 3 0.168823
569 3 0.37194
570 3 0.630507
605 3 -0.815513
606 3 -2.10208
607 3 -0.761906
608 3 -1.94191
4 4 19.3442
28 4 -1.58586
29 4 0.390746
55 4 -1.34232
67 4 -0.360736
75 4 -0.0213953
95 4 0.45196
111 4 -0.0145077
119 4 -0.295668
339 4 -7.16079
340 4 0.723019
341 4 -6.91057
342 4 0.917297
435 4 1.90759
436 4 0.522191
437 4 1.27437
438 4 0.0090478
493 4 0.482999
494 4 1.58005
560 4 1.17033
561 4 -0.0293624
609 4 -0.182306
610 4 -5.40081
611 4 -0.40435
612 4 -5.04775
5 5 17.6091
29 5 0.331999
30 5 -1.35824
54 5 -1.14733
56 5 0.275856
67 5 0.00590545
75 5 -0.28576
76 5 -0.347511
82 5 -0.00310547
343 5 0.509559
344 5 -6.18918
345 5 0.314878
346 5 -5.95318
437 5 -0.0773375
438 5 1.15511
439 5 0.375602
440 5 1.7902
491 5 0.353819
492 5 1.48399
495 5 -0.0391522
496 5 1.25566
613 5 -4.86639
614 5 0.126901
615 5 -5.21224
616 5 -0.0944546
6 6 14.3561
31 6 -0.954432
32 6 0.124531
58 6 -0.796421
68 6 0.0413445
77 6 -0.264064
86 6 0.0803334
105 6 -0.320291
116 6 0.0283138
349 6 -4.23766
350 6 -0.375614
351 6 -4.44393
352 6 -0.173783
442 6 0.118727
443 6 1.56759
444 6 -0.16172
