13891
835 835
0 0 10.0312
0 31 -0.1863
0 32 -0.160116
0 35 -0.25574
0 36 -0.541288
0 39 0.110638
0 97 0.0209999
0 102 -0.0403097
0 109 1.1364
0 110 -3.39994
0 111 -2.25965
0 112 0.877816
0 125 1.80639
0 126 -2.76716
0 127 -4.08557
0 128 2.33292
0 141 0.123546
0 142 -0.222877
0 363 -0.088181
0 364 -0.0653774
0 499 0.225441
0 500 -0.112053
0 505 0.0302439
0 506 -0.0695739
0 539 -0.447409
0 540 0.141839
0 545 -0.256423
0 546 0.0911393
0 547 -0.50011
0 548 -0.335122
0 571 -0.0781731
0 572 -0.0919094
0 595 -0.175738
0 707 1.30346
0 708 -0.937958
0 709 0.418376
0 710 -0.648493
0 787 -2.36889
0 788 0.842616
0 789 -0.283932
0 790 0.780319
0 803 0.20062
0 819 -0.0658688
1 1 4.88026
1 30 -0.0553664
1 41 -0.147541
1 42 0.0335823
1 45 -0.11833
1 96 -0.054582
1 103 -1.27434
1 104 0.483635
1 149 0.610422
1 150 -1.06394
1 151 -0.255629
1 152 0.0521719
1 165 0.49874
1 166 -0.887742
1 399 -0.0168245
1 400 -0.0296927
1 423 -0.0412877
1 424 -0.0577058
1 491 -0.580713
1 492 0.211098
1 497 -0.460023
1 498 0.174705
1 577 -0.0806419
1 578 -0.0742498
1 619 -0.079004
1 635 0.00766731
1 691 -4.54774
1 692 1.76114
1 693 -0.660627
1 694 1.70157
1 823 0.07511
2 2 5.96882
2 33 -0.0923503
2 40 -0.245902
2 47 -0.223746
2 49 -0.24984
2 51 -0.111518
2 99 -0.00673793
2 117 0.583071
2 118 -1.28135
2 143 -1.86056
2 144 1.02083
2 173 0.940492
2 174 -1.71
2 181 1.10048
2 182 -1.82601
2 189 0.863396
2 190 -1.43806
2 417 -0.0488039
2 418 -0.0624637
2 447 -0.057246
2 448 -0.0701142
2 471 -0.148943
2 472 -0.222271
2 515 -0.103525
2 516 0.0179346
2 521 -0.0657636
2 522 0.00719332
2 583 -0.109763
2 584 -0.0860774
2 631 -0.0916165
2 651 -0.119356
2 667 0.0891644
2 739 -0.527976
2 740 0.0639862
2 741 0.0141357
2 742 0.0949534
2 827 0.00984365
3 3 1
4 4 1
5 5 1
