2445
381 381
0 0 4.19212
0 106 -1.11367
0 107 -0.667531
0 114 -0.657825
0 115 -1.05896
0 122 -0.174985
0 357 0.117518
0 377 -0.451482
1 1 5.39153
1 103 -1.16515
1 126 -0.747225
1 127 -0.41495
1 134 -0.746885
1 353 -2.29502
2 2 3.60686
2 110 -0.555461
2 123 -0.743807
2 138 -0.742185
2 142 -0.738256
2 146 -0.535528
2 365 -0.189014
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 5.00787
10 104 -1.11434
10 105 -1.10941
10 207 0.0585982
10 227 -0.744825
10 229 -0.495169
10 354 0.226099
10 358 -1.77737
11 11 3.27071
11 108 -0.6184
11 109 -0.602316
11 219 0.0411616
11 228 -0.74336
11 231 -0.49346
11 368 -0.488982
11 380 -0.249115
12 12 4.43652
12 112 -0.596748
12 113 -0.611335
12 217 -0.985341
12 221 0.457733
12 223 -1.45615
12 376 -0.607988
12 378 -0.22784
13 13 4.49218
13 116 -1.05744
13 117 -1.05614
13 175 -0.392412
13 177 -0.641752
13 222 0.444549
13 225 -1.47153
14 14 4.14284
14 120 -0.170253
14 121 -0.168155
14 176 -0.404131
14 179 -0.655424
14 209 -1.43026
14 360 -1.18864
14 362 -0.0307188
15 15 3.52541
15 124 -0.745516
15 125 -0.746005
15 190 -0.4958
15 192 -0.496044
15 230 -0.495719
15 232 -0.495474
16 16 4.45752
16 128 -0.299877
16 129 -0.281086
16 182 -0.999069
16 185 -0.33215
16 205 -1.30485
16 350 -1.39359
16 356 0.162651
17 17 3.60068
17 132 -0.747068
17 133 -0.747118
17 184 -0.496866
17 186 -0.330228
17 188 -0.747429
17 191 -0.497448
18 18 3.61618
18 136 -0.74481
18 137 -0.744249
18 187 -0.745964
18 189 -0.495739
18 194 -0.493204
18 197 -0.326199
19 19 3.92224
19 140 -0.734603
19 141 -0.73573
19 196 -0.987716
19 198 -0.32153
19 200 -0.982064
19 203 0.0173054
20 20 3.71174
20 144 -0.493427
20 145 -0.502212
20 202 -0.977507
20 204 0.0212116
20 213 -0.777782
20 366 -0.665244
20 372 -0.0999909
21 21 1
22 22 1
23 23 1
24 24 1
25 25 1
26 26 1
27 27 1
28 28 4.8532
28 206 -1.34155
28 208 0.14245
28 210 -1.36056
28 212 0.15346
28 351 0.0452205
28 355 -1.35022
28 359 0.061185
28 363 -1.18133
29 29 3.32535
29 214 -0.862589
29 216 0.132219
29 218 -0.89247
29 220 0.112086
29 367 -0.171119
29 371 -0.658745
29 375 -0.163133
29 379 -0.595572
30 30 5.30937
30 103 -1.14021
30 104 -1.12407
30 297 -0.0829743
30 340 -0.49642
30 341 -0.746127
30 353 0.301284
30 354 -1.98531
31 31 4.81597
31 105 -1.10816
31 106 -1.10978
31 301 0.173948
31 337 -0.743319
31 338 -0.493715
31 357 -1.63029
31 358 0.166818
32 32 3.29546
32 107 -0.651038
32 108 -0.634651
32 324 0.101481
32 337 -0.742831
32 339 -0.492982
32 377 -0.277
32 380 -0.467635
33 33 3.25807
33 109 -0.586437
33 110 -0.570803
33 312 -0.0210579
33 343 -0.493735
33 344 -0.743685
33 365 -0.516836
33 368 -0.219877
34 34 4.59743
34 111 -0.569494
34 112 -0.582765
34 320 -1.06885
