13891
835 835
0 0 2.61814
4 0 -0.0219368
5 0 0.112794
10 0 -0.014152
15 0 -0.0294956
17 0 0.102233
23 0 -0.00378274
24 0 -0.0043939
26 0 -0.0113198
75 0 0.255204
76 0 -0.131969
77 0 -0.888979
78 0 0.23032
79 0 0.261343
80 0 -0.127825
81 0 -0.905934
82 0 0.237502
115 0 0.038766
116 0 -0.106241
117 0 -0.0308365
118 0 0.0072019
119 0 0.0486391
120 0 -0.146181
121 0 -0.0624495
122 0 0.0136576
177 0 0.0332411
178 0 -0.09534
179 0 -0.0317965
180 0 0.00610226
187 0 0.0161767
188 0 -0.0685658
189 0 -0.124819
190 0 0.0402131
211 0 0.109954
212 0 -0.363226
213 0 0.0767696
214 0 -0.0190786
215 0 0.324659
216 0 -0.94087
217 0 0.349743
218 0 -0.122584
219 0 0.0787888
220 0 -0.351215
221 0 0.0884978
222 0 -0.0133152
223 0 0.324239
224 0 -0.899143
225 0 0.305442
226 0 -0.110286
1 1 2.57646
4 1 -0.0140819
6 1 0.0953112
10 1 -0.0020627
12 1 -0.00586979
16 1 0.0845902
20 1 -0.016072
24 1 -0.0126573
55 1 -0.00258882
87 1 0.113967
88 1 -0.0869308
89 1 -0.757504
90 1 0.190732
91 1 0.118804
92 1 -0.0815749
93 1 -0.743134
94 1 0.186213
115 1 0.00128685
116 1 -0.0218549
117 1 -0.110484
118 1 0.0390153
125 1 0.0066337
126 1 -0.0434975
127 1 -0.155867
128 1 0.0537039
159 1 0.00202302
160 1 -0.020112
161 1 -0.125112
162 1 0.046072
183 1 0.00905284
184 1 -0.0497046
185 1 -0.132025
186 1 0.0440821
243 1 0.363323
244 1 -0.996738
245 1 0.349543
246 1 -0.127898
247 1 0.0336153
248 1 -0.233275
249 1 0.0364348
250 1 0.00678873
251 1 0.373884
252 1 -1.04757
253 1 0.393147
254 1 -0.142662
255 1 0.058146
256 1 -0.243762
257 1 0.0289306
258 1 0.00173667
2 2 4.55407
7 2 0.176828
8 2 -0.0415805
11 2 0.00762499
14 2 -0.0525442
18 2 0.195534
22 2 -0.0335214
25 2 -0.044405
26 2 0.00939229
97 2 -1.58352
98 2 0.410527
99 2 0.454776
100 2 -0.241562
101 2 -1.58159
102 2 0.418562
103 2 0.42265
104 2 -0.199112
131 2 -0.0239266
132 2 0.00491474
133 2 -0.332293
134 2 0.118541
135 2 -0.0407882
136 2 0.0739874
137 2 -0.328851
138 2 0.129163
171 2 -0.0437214
172 2 0.0720045
173 2 -0.286489
174 2 0.108
191 2 -0.0319494
192 2 0.022126
193 2 -0.407614
194 2 0.148962
267 2 0.956852
268 2 -2.5808
269 2 0.9866
270 2 -0.368479
271 2 -0.235945
272 2 0.399333
273 2 -0.304331
274 2 0.148196
275 2 1.08348
276 2 -2.74772
277 2 1.03464
278 2 -0.414758
279 2 -0.30248
280 2 0.435836
281 2 -0.297592
282 2 0.165966
3 3 5.13039
8 3 -0.0290564
9 3 0.166605
11 3 -0.0391123
13 3 -0.0141388
19 3 0.190216
21 3 0.0115019
25 3 0.0135153
72 3 -0.0564446
105 3 -1.52047
106 3 0.396619
107 3 0.246132
108 3 -0.191784
109 3 -1.50477
110 3 0.370512
111 3 0.19111
112 3 -0.125857
135 3 0.129579
136 3 -0.344966
137 3 0.0950291
138 3 -0.0568182
139 3 0.137637
140 3 -0.380778
141 3 0.0357033
142 3 -0.0384225
167 3 -0.0544935
168 3 0.100536
169 3 -0.417563
170 3 0.164672
195 3 -0.0486378
196 3 0.0586177
197 3 -0.491659
198 3 0.183497
283 3 -0.424054
284 3 0.640567
285 3 -0.346726
286 3 0.20118
287 3 1.17127
288 3 -3.06643
289 3 1.14772
290 3 -0.441227
291 3 -0.42779
292 3 0.682238
293 3 -0.411481
294 3 0.22153
295 3 1.27311
296 3 -3.32713
297 3 1.31875
298 3 -0.513372
0 4 -0.0219368
1 4 -0.0140819
4 4 2.58761
5 4 -0.00295655
6 4 -0.0149954
10 4 0.103878
16 4 -0.00352766
17 4 -0.01191
24 4 0.093259
75 4 -0.102192
76 4 0.0358583
77 4 0.214019
78 4 -0.830701
79 4 -0.0270332
80 4 0.00381654
87 4 -0.0257211
88 4 0.00475133
89 4 0.208017
90 4 -0.814885
91 4 -0.114729
92 4 0.0420529
115 4 -0.104922
116 4 0.191215
117 4 0.185629
118 4 -0.109572
119 4 -0.053209
120 4 0.010276
125 4 -0.150104
126 4 0.0508134
185 4 0.012745
186 4 -0.0593534
187 4 -0.127678
188 4 0.0418708
211 4 -0.118173
212 4 0.325109
213 4 -0.941688
214 4 0.341385
215 4 -0.294172
216 4 0.0571823
217 4 -0.00376788
218 4 0.0635397
243 4 -0.00920375
244 4 0.0539717
245 4 -0.305478
246 4 0.0850763
247 4 -0.987381
248 4 0.346569
249 4 -0.131544
250 4 0.368757
0 5 0.112794
4 5 -0.00295655
5 5 2.76844
10 5 -0.027675
15 5 -0.0134905
23 5 -0.0353016
27 5 0.123999
31 5 -0.0168513
59 5 -0.00222044
77 5 -0.0598516
78 5 0.0116436
79 5 -0.153616
80 5 0.312242
81 5 -0.145603
82 5 0.0481085
83 5 -0.146533
84 5 0.315443
115 5 -0.017473
116 5 0.0015254
119 5 0.255813
120 5 -0.978122
121 5 -0.994463
122 5 0.262435
123 5 -0.125436
124 5 0.0468255
143 5 -0.0528098
144 5 0.00862745
145 5 -0.170915
146 5 0.058087
179 5 0.0403758
180 5 -0.112831
181 5 -0.0182916
182 5 0.000162679
215 5 -0.000431059
216 5 0.0700205
217 5 -0.270736
218 5 0.0328652
219 5 -0.135774
220 5 0.389029
221 5 -1.05941
222 5 0.368107
227 5 0.00655627
228 5 0.0451682
229 5 -0.256195
230 5 0.0341585
231 5 -1.10947
232 5 0.419499
233 5 -0.150317
234 5 0.390969
1 6 0.0953112
4 6 -0.0149954
6 6 2.74837
10 6 -0.0197054
12 6 -0.0010839
20 6 -0.0113122
28 6 0.106841
31 6 -0.000418367
56 6 -0.0191364
85 6 -0.0990789
86 6 0.168919
89 6 -0.154393
90 6 0.0525615
91 6 -0.10818
92 6 0.167825
93 6 -0.0405923
94 6 0.00426371
115 6 -0.129674
116 6 0.0467667
123 6 -0.00789683
124 6 -0.00495273
125 6 0.21617
126 6 -0.849337
127 6 -0.836073
128 6 0.212712
147 6 -0.183381
148 6 0.0642395
149 6 -0.0332483
150 6 0.00125522
161 6 -0.00395018
162 6 -0.00621271
163 6 -0.146895
164 6 0.0551647
235 6 -0.173337
236 6 0.470153
237 6 -1.23414
238 6 0.447336
239 6 -0.133625
240 6 -0.00975588
241 6 0.0279781
242 6 -0.013367
247 6 -0.155502
248 6 0.433702
249 6 -1.17194
250 6 0.417857
251 6 0.0215434
252 6 0.016104
253 6 -0.146961
254 6 -0.0175456
2 7 0.176828
7 7 3.96805
8 7 -0.0359034
11 7 -0.0429307
14 7 0.00619101
22 7 -0.0526204
29 7 0.160745
32 7 0.00473299
58 7 -0.0277505
95 7 -0.22595
96 7 0.450121
97 7 0.00107243
98 7 -0.0204503
99 7 -0.19558
100 7 0.429942
101 7 -0.336542
102 7 0.121568
129 7 0.0501229
130 7 -0.0292678
131 7 0.380318
132 7 -1.43329
133 7 -1.44116
134 7 0.378247
135 7 -0.265612
136 7 0.103803
151 7 -0.0127674
152 7 -0.0140044
153 7 -0.278525
154 7 0.0983197
173 7 -0.0318585
174 7 0.0488407
175 7 -0.23469
176 7 0.0881654
259 7 0.106669
260 7 -0.152105
261 7 0.220138
262 7 -0.211433
263 7 -0.300693
264 7 0.811743
265 7 -2.13061
266 7 0.783369
267 7 0.12133
268 7 -0.201817
269 7 0.250272
270 7 -0.211051
271 7 -2.25563
272 7 0.885148
273 7 -0.335561
274 7 0.841062
2 8 -0.0415805
3 8 -0.0290564
7 8 -0.0359034
8 8 4.78025
9 8 0.00934678
11 8 0.170971
18 8 0.0112181
19 8 -0.0493042
25 8 0.19163
