Relaxation,Carp_steps
0.025,16
0.05,16
0.075,16
0.1,16
0.125,16
0.15,16
0.175,16
0.2,16
0.225,16
0.25,16
0.275,16
0.3,16
0.325,16
0.35,16
0.375,16
0.4,16
0.425,16
0.45,16
0.475,16
0.5,15
0.525,15
0.55,15
0.575,15
0.6,15
0.625,14
0.65,14
0.675,14
0.7,14
0.725,14
0.75,13
0.775,14
0.8,13
0.825,14
0.85,14
0.875,15
0.9,15
0.925,15
0.95,15
0.975,15
1,15
1.025,15
1.05,15
1.075,16
1.1,17
1.125,17
1.15,17
1.175,17
1.2,17
1.225,17
1.25,17
1.275,17
1.3,17
1.325,17
1.35,17
1.375,17
1.4,17
1.425,17
1.45,17
1.475,17
1.5,17
1.525,18
1.55,17
1.575,17
1.6,17
1.625,18
1.65,18
1.675,18
1.7,17
1.725,18
1.75,20
1.775,20
1.8,18
1.825,18
1.85,18
1.875,18
1.9,18
1.925,19
1.95,19
1.975,18
2,19
2.025,20
2.05,20
2.075,19
2.1,19
2.125,19
2.15,18
2.175,19
2.2,19
2.225,19
2.25,19
2.275,19
2.3,19
2.325,19
2.35,19
2.375,19
2.4,19
2.425,20
2.45,19
2.475,19
2.5,20
2.525,20
2.55,20
2.575,20
2.6,20
2.625,21
2.65,21
2.675,20
2.7,20
2.725,21
2.75,20
2.775,20
2.8,22
2.825,20
2.85,20
2.875,20
2.9,21
2.925,20
2.95,21
2.975,20
3,20
