Relaxation,Carp_steps
0.025,277
0.05,271
0.075,265
0.1,259
0.125,252
0.15,246
0.175,238
0.2,231
0.225,224
0.25,216
0.275,207
0.3,201
0.325,194
0.35,188
0.375,183
0.4,179
0.425,177
0.45,174
0.475,187
0.5,190
0.525,199
0.55,213
0.575,220
0.6,230
0.625,238
0.65,250
0.675,275
0.7,275
0.725,274
0.75,282
0.775,290
0.8,316
0.825,318
0.85,336
0.875,365
0.9,394
0.925,419
0.95,429
0.975,450
1,486
1.025,540
1.05,548
1.075,558
1.1,566
1.125,578
1.15,597
1.175,708
1.2,633
1.225,605
1.25,621
1.275,799
1.3,757
1.325,631
1.35,662
1.375,796
1.4,702
1.425,738
1.45,814
1.475,771
1.5,726
1.525,732
1.55,731
1.575,798
1.6,735
1.625,755
1.65,815
1.675,783
1.7,758
1.725,838
1.75,810
1.775,1134
1.8,924
1.825,855
1.85,818
1.875,819
1.9,846
1.925,811
1.95,829
1.975,815
2,799
2.025,799
2.05,847
2.075,817
2.1,825
2.125,827
2.15,842
2.175,822
2.2,979
2.225,787
2.25,827
2.275,817
2.3,843
2.325,891
2.35,820
2.375,856
2.4,817
2.425,846
2.45,827
2.475,816
2.5,896
2.525,1023
2.55,849
2.575,854
2.6,863
2.625,919
2.65,1053
2.675,953
2.7,911
2.725,978
2.75,934
2.775,931
2.8,961
2.825,984
2.85,953
2.875,936
2.9,1002
2.925,1105
2.95,924
2.975,977
3,1059
