Relaxation,Carp_steps
0.025,16
0.05,16
0.075,16
0.1,16
0.125,16
0.15,16
0.175,16
0.2,16
0.225,16
0.25,16
0.275,16
0.3,16
0.325,16
0.35,16
0.375,16
0.4,16
0.425,16
0.45,16
0.475,16
0.5,15
0.525,16
0.55,15
0.575,15
0.6,15
0.625,14
0.65,14
0.675,14
0.7,14
0.725,14
0.75,14
0.775,14
0.8,15
0.825,14
0.85,15
0.875,15
0.9,16
0.925,15
0.95,15
0.975,15
1,16
1.025,17
1.05,16
1.075,16
1.1,17
1.125,17
1.15,17
1.175,17
1.2,17
1.225,17
1.25,17
1.275,17
1.3,17
1.325,17
1.35,17
1.375,18
1.4,17
1.425,17
1.45,17
1.475,17
1.5,18
1.525,19
1.55,18
1.575,18
1.6,19
1.625,18
1.65,18
1.675,18
1.7,18
1.725,19
1.75,19
1.775,18
1.8,18
1.825,18
1.85,18
1.875,19
1.9,19
1.925,19
1.95,19
1.975,19
2,19
2.025,19
2.05,20
2.075,19
2.1,19
2.125,19
2.15,18
2.175,19
2.2,19
2.225,19
2.25,19
2.275,19
2.3,19
2.325,19
2.35,19
2.375,19
2.4,19
2.425,19
2.45,19
2.475,19
2.5,19
2.525,20
2.55,20
2.575,19
2.6,19
2.625,19
2.65,20
2.675,21
2.7,21
2.725,21
2.75,21
2.775,20
2.8,20
2.825,20
2.85,20
2.875,19
2.9,19
2.925,19
2.95,19
2.975,19
3,19
