Relaxation,Carp_steps
0.025,72
0.05,70
0.075,69
0.1,69
0.125,68
0.15,67
0.175,66
0.2,65
0.225,64
0.25,63
0.275,62
0.3,61
0.325,59
0.35,58
0.375,57
0.4,56
0.425,54
0.45,53
0.475,51
0.5,50
0.525,49
0.55,48
0.575,47
0.6,46
0.625,46
0.65,45
0.675,46
0.7,49
0.725,52
0.75,53
0.775,52
0.8,52
0.825,53
0.85,54
0.875,58
0.9,58
0.925,58
0.95,63
0.975,62
1,64
1.025,66
1.05,71
1.075,72
1.1,79
1.125,89
1.15,96
1.175,96
1.2,95
1.225,101
1.25,111
1.275,108
1.3,108
1.325,108
1.35,116
1.375,108
1.4,122
1.425,111
1.45,118
1.475,117
1.5,127
1.525,131
1.55,126
1.575,121
1.6,129
1.625,129
1.65,130
1.675,131
1.7,142
1.725,135
1.75,135
1.775,158
1.8,138
1.825,146
1.85,141
1.875,148
1.9,159
1.925,140
1.95,138
1.975,140
2,143
2.025,149
2.05,145
2.075,151
2.1,156
2.125,151
2.15,148
2.175,155
2.2,169
2.225,163
2.25,151
2.275,157
2.3,160
2.325,160
2.35,175
2.375,168
2.4,164
2.425,166
2.45,162
2.475,160
2.5,158
2.525,163
2.55,156
2.575,165
2.6,161
2.625,161
2.65,157
2.675,160
2.7,160
2.725,172
2.75,173
2.775,170
2.8,168
2.825,172
2.85,162
2.875,165
2.9,160
2.925,167
2.95,171
2.975,172
3,170
