Relaxation,Carp_steps
0.025,347
0.05,341
0.075,334
0.1,327
0.125,320
0.15,313
0.175,305
0.2,298
0.225,291
0.25,282
0.275,275
0.3,266
0.325,257
0.35,248
0.375,242
0.4,234
0.425,227
0.45,221
0.475,215
0.5,210
0.525,205
0.55,216
0.575,210
0.6,208
0.625,204
0.65,239
0.675,251
0.7,290
0.725,353
0.75,365
0.775,395
0.8,407
0.825,470
0.85,483
0.875,555
0.9,554
0.925,605
0.95,744
0.975,657
1,721
1.025,748
1.05,844
1.075,819
1.1,1008
1.125,914
1.15,1041
1.175,1056
1.2,1031
1.225,1134
1.25,1101
1.275,1136
1.3,1114
1.325,1096
1.35,1248
1.375,1325
1.4,1311
1.425,1218
1.45,1187
1.475,1250
1.5,1278
1.525,1405
1.55,1448
1.575,1293
1.6,1384
1.625,1392
1.65,1390
1.675,1408
1.7,1477
1.725,1511
1.75,1485
1.775,1522
1.8,1529
1.825,1716
1.85,1585
1.875,1528
1.9,1849
1.925,1640
1.95,1541
1.975,1442
2,1552
2.025,1487
2.05,1667
2.075,1810
2.1,1719
2.125,1627
2.15,1655
2.175,1783
2.2,1541
2.225,1667
2.25,1648
2.275,1527
2.3,1526
2.325,1514
2.35,1571
2.375,1469
2.4,1418
2.425,1432
2.45,1470
2.475,1518
2.5,1548
2.525,1593
2.55,1517
2.575,1581
2.6,1595
2.625,1580
2.65,1533
2.675,1512
2.7,1593
2.725,1554
2.75,1590
2.775,1566
2.8,1729
2.825,1622
2.85,1580
2.875,1616
2.9,1611
2.925,1735
2.95,1657
2.975,1654
3,1700
