Relaxation,Carp_steps
0.025,1490
0.05,1448
0.075,1406
0.1,1362
0.125,1319
0.15,1272
0.175,1224
0.2,1173
0.225,1118
0.25,1065
0.275,1018
0.3,977
0.325,939
0.35,905
0.375,875
0.4,848
0.425,832
0.45,1001
0.475,1408
0.5,1739
0.525,1814
0.55,2191
0.575,2387
0.6,2735
0.625,3279
0.65,2923
0.675,3141
0.7,3503
0.725,3742
0.75,3536
0.775,4373
0.8,4459
0.825,5521
0.85,5715
0.875,5980
0.9,-1
0.925,7855
0.95,10730
0.975,13135
1,-1
1.025,13073
1.05,20591
1.075,13406
1.1,9651
1.125,11596
1.15,13329
1.175,9667
1.2,13094
1.225,-1
1.25,18672
1.275,10709
1.3,12314
1.325,16625
1.35,11764
1.375,12712
1.4,11274
1.425,-1
1.45,20758
1.475,18703
1.5,12771
1.525,19159
1.55,13535
1.575,15996
1.6,-1
1.625,27152
1.65,15151
1.675,18677
1.7,11625
1.725,14234
1.75,17910
1.775,12100
1.8,25183
1.825,22077
1.85,18216
1.875,-1
1.9,15192
1.925,16459
1.95,11200
1.975,18259
2,12889
2.025,11170
2.05,12427
2.075,11881
2.1,11602
2.125,11542
2.15,17653
2.175,17544
2.2,11296
2.225,15860
2.25,16006
2.275,13367
2.3,12725
2.325,12118
2.35,31782
2.375,16993
2.4,12773
2.425,22958
2.45,12966
2.475,16971
2.5,12796
2.525,16024
2.55,13683
2.575,21089
2.6,24762
2.625,23184
2.65,12987
2.675,13172
2.7,14093
2.725,21563
2.75,11900
2.775,11487
2.8,12830
2.825,22921
2.85,18578
2.875,14123
2.9,19075
2.925,19150
2.95,-1
2.975,30854
3,21743
