Relaxation,Carp_steps
0.1,16
0.35,16
0.6,16
0.85,16
1.1,16
1.35,16
1.6,16
1.85,16
2.1,16
2.35,16
2.6,16
2.85,16
3.1,16
3.35,16
3.6,16
3.85,16
4.1,16
4.35,16
4.6,15
4.85,15
5.1,15
5.35,15
5.6,15
5.85,15
6.1,15
6.35,15
6.6,15
6.85,15
7.1,16
7.35,16
7.6,16
7.85,16
8.1,16
8.35,16
8.6,17
8.85,17
9.1,17
9.35,17
9.6,17
9.85,17
10.1,17
10.35,17
10.6,17
10.85,17
11.1,17
11.35,18
11.6,19
11.85,18
12.1,19
12.35,19
12.6,19
12.85,19
13.1,19
13.35,19
13.6,20
13.85,21
14.1,19
14.35,19
14.6,19
14.85,19
15.1,19
15.35,19
15.6,21
15.85,19
16.1,20
16.35,21
16.6,19
16.85,19
17.1,19
17.35,19
17.6,19
17.85,19
18.1,20
18.35,22
18.6,21
18.85,20
19.1,19
19.35,20
19.6,19
19.85,20
20.1,20
20.35,20
20.6,21
20.85,21
21.1,21
21.35,21
21.6,21
21.85,21
22.1,21
22.35,21
22.6,21
22.85,21
23.1,21
23.35,20
23.6,20
23.85,21
24.1,21
24.35,21
24.6,21
24.85,21
25.1,21
25.35,22
25.6,22
25.85,21
26.1,23
26.35,30
26.6,21
26.85,21
27.1,21
27.35,25
27.6,21
27.85,21
28.1,21
28.35,20
28.6,22
28.85,21
29.1,20
29.35,20
29.6,20
29.85,21
