Relaxation,Carp_steps
0.1,259
0.35,254
0.6,249
0.85,244
1.1,238
1.35,232
1.6,227
1.85,221
2.1,215
2.35,208
2.6,201
2.85,194
3.1,187
3.35,182
3.6,176
3.85,170
4.1,165
4.35,160
4.6,156
4.85,151
5.1,148
5.35,154
5.6,173
5.85,167
6.1,204
6.35,202
6.6,242
6.85,249
7.1,269
7.35,290
7.6,289
7.85,340
8.1,335
8.35,357
8.6,404
8.85,477
9.1,553
9.35,558
9.6,563
9.85,651
10.1,745
10.35,767
10.6,1501
10.85,890
11.1,831
11.35,886
11.6,886
11.85,933
12.1,879
12.35,947
12.6,943
12.85,916
13.1,997
13.35,1145
13.6,1050
13.85,1010
14.1,1019
14.35,1104
14.6,1084
14.85,1094
15.1,1093
15.35,1151
15.6,1300
15.85,1090
16.1,1069
16.35,1148
16.6,1411
16.85,1110
17.1,1141
17.35,1242
17.6,1201
17.85,1173
18.1,1157
18.35,1151
18.6,1248
18.85,1239
19.1,1189
19.35,1472
19.6,1251
19.85,1700
20.1,1343
20.35,1429
20.6,1329
20.85,1410
21.1,1330
21.35,1361
21.6,1499
21.85,1412
22.1,1379
22.35,1436
22.6,1475
