Relaxation,Carp_steps
0.1,78
0.35,76
0.6,75
0.85,74
1.1,72
1.35,71
1.6,71
1.85,70
2.1,68
2.35,67
2.6,65
2.85,63
3.1,62
3.35,61
3.6,59
3.85,57
4.1,56
4.35,54
4.6,53
4.85,51
5.1,50
5.35,49
5.6,48
5.85,48
6.1,50
6.35,55
6.6,55
6.85,57
7.1,56
7.35,58
7.6,61
7.85,60
8.1,60
8.35,64
8.6,66
8.85,73
9.1,69
9.35,73
9.6,85
9.85,90
10.1,96
10.35,96
10.6,99
10.85,101
11.1,111
11.35,114
11.6,108
11.85,116
12.1,120
12.35,118
12.6,127
12.85,123
13.1,123
13.35,127
13.6,127
13.85,125
14.1,129
14.35,132
14.6,138
14.85,133
15.1,137
15.35,138
15.6,199
15.85,143
16.1,149
16.35,155
16.6,149
16.85,169
17.1,153
17.35,146
17.6,146
17.85,147
18.1,153
18.35,147
18.6,155
18.85,158
19.1,160
19.35,157
19.6,168
19.85,164
20.1,160
20.35,159
20.6,167
20.85,214
21.1,177
21.35,168
21.6,175
21.85,168
22.1,164
22.35,166
22.6,166
22.85,165
23.1,167
23.35,213
23.6,172
23.85,170
24.1,169
24.35,169
24.6,220
24.85,178
25.1,173
25.35,171
25.6,171
25.85,180
26.1,177
26.35,173
26.6,168
26.85,189
27.1,183
27.35,189
27.6,182
27.85,183
28.1,185
28.35,179
28.6,179
28.85,182
29.1,195
29.35,185
29.6,191
29.85,187
