Relaxation,Carp_steps
0.1,1907
0.35,1885
0.6,1868
0.85,1848
1.1,1832
1.35,1814
1.6,1795
1.85,1777
2.1,1760
2.35,1740
2.6,1722
2.85,1703
3.1,1684
3.35,1665
3.6,1646
3.85,1626
4.1,1607
4.35,1587
4.6,1566
4.85,1546
5.1,1525
5.35,1503
5.6,1481
5.85,1459
6.1,1436
6.35,1414
6.6,1391
6.85,1368
7.1,1346
7.35,1325
7.6,1304
7.85,1284
8.1,1265
8.35,1247
8.6,1229
8.85,1211
9.1,1195
9.35,1179
9.6,1164
9.85,1150
10.1,1136
10.35,1122
10.6,1109
10.85,1096
11.1,1084
11.35,1072
11.6,1060
11.85,1114
12.1,1142
12.35,1110
12.6,1177
12.85,1212
13.1,1237
13.35,1224
13.6,1297
13.85,1300
14.1,1392
14.35,1357
14.6,2348
14.85,1554
15.1,1730
15.35,4023
15.6,2107
15.85,3304
16.1,3873
16.35,3042
16.6,3764
16.85,3922
17.1,4287
17.35,5821
17.6,5664
17.85,4591
18.1,5263
18.35,7901
18.6,6518
