Relaxation,Carp_steps
0.1,7258
0.35,7195
0.6,7144
0.85,7093
1.1,7048
1.35,7001
1.6,6955
1.85,6909
2.1,6863
2.35,6816
2.6,6772
2.85,6722
3.1,6676
3.35,6632
3.6,6584
3.85,6538
4.1,6491
4.35,6441
4.6,6393
4.85,6346
5.1,6294
5.35,6246
5.6,6197
5.85,6147
6.1,6095
6.35,6048
6.6,5994
6.85,5946
7.1,5892
7.35,5839
7.6,5787
7.85,5733
8.1,5678
8.35,5623
8.6,5568
8.85,5514
9.1,5457
9.35,5400
9.6,5343
9.85,5285
10.1,5224
10.35,5166
10.6,5105
10.85,5049
11.1,4993
11.35,4936
11.6,4885
11.85,4836
12.1,4785
12.35,4738
12.6,4691
12.85,4647
13.1,4603
13.35,4560
13.6,4518
13.85,4479
14.1,4439
14.35,4401
14.6,4362
14.85,4326
15.1,4290
15.35,4253
15.6,4222
15.85,4188
16.1,4156
16.35,4124
16.6,4092
16.85,4062
17.1,4033
17.35,4004
17.6,3974
17.85,3947
18.1,3918
18.35,3892
18.6,3867
18.85,3842
19.1,3816
19.35,3792
19.6,3768
19.85,3742
20.1,3723
20.35,4555
20.6,4833
20.85,5519
21.1,6008
21.35,6631
